probe_id,probe_subtype,tier,dataset,base_text_preview,probe_text_preview,j1_name,j1_equivalent,j1_confidence,j1_failures,j1_reason,j2_name,j2_equivalent,j2_confidence,j2_failures,j2_reason
INV_SEM_flan-t5-large_ASSET_val_1975,semantic,1,ASSET,"Working extensively with the BBC, Ross has presented The Film programme since 1997, his own chat show, Friday Night with Jonathan Ross since 2001, and a radio show on BBC Radio 2 beginning in 1999.","Working with the BBC, Ross has presented The Film programme since 1997, his own chat show, Friday Night with Jonathan Ross since 2001, and a radio show on BBC Radio 2 since 1999.",claude-haiku,True,high,[],"Both texts convey identical information about Ross's BBC work; 'extensively' is an adverbial modifier that doesn't change core facts, and 'beginning in' and 'since' are equivalent temporal markers.",mistral-large-3,False,high,['CONTENT'],"The word 'extensively' is omitted in the transformed text, and 'beginning in' is changed to 'since'."
INV_LEX_ASSET_val_1142,lexical,1,ASSET,"Using their tail to support their weight, they deliver kicks with their powerful hind legs.","Using their tail to back their weight, they deliver kicks with their powerful hind legs.",claude-haiku,False,high,['CONTENT'],"The word 'support' conveys active bearing of weight, while 'back' means to advocate for or endorse, fundamentally altering the meaning of how the tail functions.",mistral-large-3,True,high,[],The term 'back' is a synonym for 'support' in this context.
INV_SEM_llama-3.1-8b_TSAR_20-b1,semantic,1,TSAR2025,"Julie Wong is a leading researcher in the field of Robotics and AI. She has been published extensively as author and co-author of over 50 papers in highly regarded, peer-reviewed journals. She frequen","As a prominent figure in robotics and artificial intelligence research, Julie Wong's impressive portfolio boasts an extensive array of publications – over 50 papers to date – co-authored alongside oth",claude-haiku,False,high,['CONTENT'],"The transformed text is incomplete, cutting off mid-sentence at 'Currently residing with her loved ones in', omitting the fact that Julie designed her smart home herself.",mistral-large-3,True,high,[],"All entities, events, modals, negations, conditions, and content are preserved."
INV_SEM_llama-3.1-8b_ASSET_test_0008,semantic,1,ASSET,"The spacecraft consists of two main elements: the NASA Cassini orbiter, named after the Italian-French astronomer Giovanni Domenico Cassini, and the ESA Huygens probe, named after the Dutch astronomer","The spacecraft comprises two central components: the NASA Cassini orbiter, a tribute to Italian-French celestial observer Giovanni Domenico Cassini, and the ESA Huygens probe, an homage to Dutch polym",claude-haiku,False,high,['CONTENT'],"The transformed text omits specific professional descriptions (astronomer, mathematician and physicist for Huygens; astronomer for Cassini), replacing them with vague generalizations (celestial observer, polymath) that lose factual precision.",mistral-large-3,True,high,[],"All entities, events, and facts are preserved with only minor stylistic changes."
INV_SEM_llama-3.1-8b_ASSET_test_0027,semantic,2,ASSET,He also completed two collections of short stories entitled The Ribbajack & Other Curious Yarns and Seven Strange and Ghostly Tales.,"In addition to his other works, he brought together two volumes of short fiction titled Seven Strange and Ghostly Tales and The Ribbajack & Other Curious Stories.",claude-haiku,False,high,['CONTENT'],"The title 'The Ribbajack & Other Curious Yarns' is changed to 'The Ribbajack & Other Curious Stories', altering the specific wording of the work's title.",mistral-large-3,True,high,[],"All entities, actions, and content are preserved with only minor phrasing differences."
INV_SEM_llama-3.1-8b_ASSET_test_0036,semantic,1,ASSET,Working Group I: Assesses scientific aspects of the climate system and climate change.,Climate System Review Committee (Working Group I): Focuses on evaluating the scientific foundations underlying climate variation and alteration.,claude-haiku,True,high,[],"Both texts describe the same entity (Working Group I) performing the same core action (assessing/evaluating scientific aspects) regarding the same subject matter (climate system and climate change/variation and alteration), with only stylistic and semantic variation in expression.",mistral-large-3,False,high,"['ACTIONS', 'CONTENT']",The transformed text uses 'Focuses on evaluating' instead of 'Assesses' and 'climate variation and alteration' instead of 'climate change'.
INV_SEM_llama-3.1-8b_ASSET_test_0048,semantic,1,ASSET,The International Fight League was an American mixed martial arts (MMA) promotion billed as the world's first MMA league.,"The International Fight League served as a pioneering American organization in the realm of mixed martial arts, specifically marketing itself as the globe's inaugural MMA championship circuit.",claude-haiku,False,high,['CONTENT'],"The original describes IFL as 'the world's first MMA league' while the transformed version claims it was 'the globe's inaugural MMA championship circuit,' which are different concepts (league vs. championship circuit).",mistral-large-3,True,high,[],"All key information is preserved, including the entity (International Fight League), the action (being an MMA promotion), and the condition (billed as the world's first MMA league)."
INV_SEM_llama-3.1-8b_ASSET_test_0092,semantic,1,ASSET,The New York City Housing Authority Police Department was a law enforcement agency in New York City that existed from 1952 to 1995.,"In operation from 1952 to 1995, the New York City Housing Authority's police force served as the city's municipal law enforcement entity.",claude-haiku,False,high,"['AGENTS', 'CONTENT']","The transformed text incorrectly characterizes NYCHA Police as 'the city's municipal law enforcement entity' when it was actually a specific housing authority police department, not the primary municipal law enforcement for NYC.",mistral-large-3,True,high,[],"All key information, including the entity, dates, and role, are preserved."
INV_SEM_llama-3.1-8b_ASSET_test_0093,semantic,1,ASSET,"The current lineup of the band comprises Flynn (vocals, guitar), Duce (bass), Phil Demmel (guitar), and Dave McClain (drums).","The present membership of the band consists of Flynn on vocals and guitar, accompanied by Duce on bass, Phil Demmel on lead guitar, and Dave McClain manning the drums.",claude-haiku,False,high,['CONTENT'],"The original specifies Phil Demmel plays 'guitar' while the transformed text specifies 'lead guitar', introducing a detail not present in the original.",mistral-large-3,True,high,[],"All entities, actions, and content are preserved with only minor stylistic changes."
INV_SEM_llama-3.1-8b_ASSET_test_0128,semantic,1,ASSET,"SummerSlam (2009) is an upcoming professional wrestling pay-per-view event produced by World Wrestling Entertainment (WWE), which will take place on August 23, 2009 at Staples Center in Los Angeles, C","Scheduled for August 23, 2009, WWE's SummerSlam 2009 is a forthcoming professional wrestling pay-per-view event set to unfold at the Staples Center in downtown Los Angeles, California.",claude-haiku,False,high,['CONTENT'],"The transformed text adds 'downtown' to describe Los Angeles, which is not in the original text and changes the specificity of location details.",mistral-large-3,True,high,[],"All key details including date, event name, location, and organizer are preserved."
INV_SEM_llama-3.1-8b_ASSET_test_0140,semantic,1,ASSET,"You may add a passage of up to five words as a Front-Cover Text, and a passage of up to 25 words as a Back-Cover Text, to the end of the list of Cover Texts in the Modified Version.","In the altered version, you are permitted to append a statement of no more than five terms to the front cover and one of no longer than twenty-five terms to the back cover. These supplementary texts m",claude-haiku,True,high,[],Both texts permit adding front-cover text (≤5 words/terms) and back-cover text (≤25 words/terms) to the existing list of cover texts with identical constraints and permissions.,mistral-large-3,False,high,"['AGENTS', 'ACTIONS', 'CONTENT']","Original specifies 'Front-Cover Text' and 'Back-Cover Text', while transformed uses 'front cover' and 'back cover', also 'terms' instead of 'words'."
INV_SEM_llama-3.1-8b_ASSET_test_0154,semantic,1,ASSET,"In December, 1967, Ten Boom was honored as one of the Righteous Among the Nations by the State of Israel.","In December of that year, 1967, Corrie ten Boom received recognition from the Israeli government as a Righteous Among the Nations.",claude-haiku,True,high,[],"Both texts convey the same core facts: the same person received the same honor from Israel in the same month and year, with only minor stylistic variation in phrasing.",mistral-large-3,False,high,"['AGENTS', 'ACTIONS']","The original text specifies 'Ten Boom' while the transformed text uses 'Corrie ten Boom', and 'was honored' is changed to 'received recognition'."
INV_SEM_llama-3.1-8b_ASSET_test_0165,semantic,1,ASSET,"Prospectors from California, Europe and China were also digging along the Peel River and up the mountain slopes.","Explorers from California, as well as from Europe and China, were also panning for riches along the banks of the Peel River and ascending its mountainous flanks.",claude-haiku,True,high,[],"Both texts describe the same agents (people from California, Europe, and China) performing equivalent mining activities (digging/panning for gold) in the same location (Peel River and mountain slopes).",mistral-large-3,False,high,"['ACTIONS', 'CONTENT']","The actions 'digging' and 'panning for riches' are not identical, and 'along the river' is not the same as 'along the banks of the river' and 'up the mountain slopes' has been altered to 'ascending its mountainous flanks'."
INV_SEM_llama-3.1-8b_ASSET_test_0204,semantic,1,ASSET,Representatives of the Professional Hockey Writers' Association vote for the All-Star Team at the end of the regular season.,"At the conclusion of the regular season, members of the Professional Hockey Writers' Association participate in a selection process to determine the composition of the All-Star Team.",claude-haiku,False,high,"['AGENTS', 'ACTIONS']","Original specifies 'vote' (explicit democratic action) while transformed uses 'participate in a selection process' (ambiguous methodology); original says 'Representatives' vote while transformed says 'members' participate, changing the agency relationship.",mistral-large-3,True,high,[],"All key elements including agents, actions, and content are preserved."
INV_SEM_llama-3.1-8b_ASSET_test_0221,semantic,1,ASSET,"Prunk is a member of Institute of European History in Mainz, and a senior fellow of the Center for European Integration Studies in Bonn.","As an affiliate of the Institute of European History based in Mainz, Prunk also holds the position of a senior research associate at the Centre for European Integration Studies situated in Bonn.",claude-haiku,False,high,"['AGENTS', 'CONTENT']","The transformed text changes 'member' to 'affiliate' and 'senior fellow' to 'senior research associate,' which are not semantically equivalent positions or roles.",mistral-large-3,True,high,[],"All entities, actions, and relationships are preserved despite slight differences in phrasing."
INV_SEM_llama-3.1-8b_ASSET_test_0225,semantic,1,ASSET,"Wario Land The Wario Land series is a platforming series that started with Wario Land: Super Mario Land 3, a spin-off of the Super Mario Land series.","The Wario Land series kicked off with Wario Land: Super Mario Land 3, an offshoot of the original Super Mario Land franchise, which is itself a subgenre of platformers.",claude-haiku,False,high,"['CONTENT', 'AGENTS']","The transformed text incorrectly states that Super Mario Land is a subgenre of platformers (it's a series), and changes the relationship structure by implying Wario Land is a subgenre rather than stating the series itself is a platforming series.",mistral-large-3,True,high,[],All key information and relationships are preserved despite slight rephrasing.
INV_SEM_llama-3.1-8b_ASSET_val_0329,semantic,1,ASSET,"Adrastea was discovered by David C. Jewitt and G. Edward Danielson in Voyager 2 probe photographs taken on July 8, 1979, and received the designation.","Photographs from Voyager 2 probe were examined by astronomers David C. Jewitt and G. Edward Danielson, revealing Adrastea's presence for the first time in images captured on July 8, 1979, earning it i",claude-haiku,True,high,[],"Both texts convey the same core facts: Adrastea was discovered by Jewitt and Danielson using Voyager 2 photographs from July 8, 1979, and received a designation/classification.",mistral-large-3,False,high,"['ACTIONS', 'CONTENT']","The transformed text introduces the action of 'examining' photographs and the concept of 'earning its official classification,' which are not present in the original text."
INV_SEM_llama-3.1-8b_ASSET_val_0337,semantic,2,ASSET,He was holidaying in Germany the following summer when World War I broke out.,"The following summer, he had traveled to Germany for a vacation when hostilities erupted as World War I began.",claude-haiku,False,high,"['ACTIONS', 'CONTENT']","The original uses 'was holidaying' (ongoing action during outbreak) while the transformed uses 'had traveled' (completed action before outbreak), changing the temporal relationship between his vacation and the war's start.",mistral-large-3,True,high,[],"All key elements (AGENTS, ACTIONS, CONDITIONS, CONTENT) are preserved with only minor phrasing differences."
INV_SEM_llama-3.1-8b_ASSET_val_0406,semantic,1,ASSET,Great Seal of the United States Francis Hopkinson provided assistance to the second committee that designed the Great Seal of the United States.,"Francis Hopkinson played a supporting role for the committee tasked with creating the emblematic seal of America's highest authority, which is commonly referred to as the Great Seal of the United Stat",claude-haiku,False,high,['CONTENT'],"The original specifies Hopkinson assisted 'the second committee,' while the transformed text omits the ordinal information about which committee version he helped with, losing a specific factual detail.",mistral-large-3,True,high,[],"All key elements including agents, actions, and content are preserved."
INV_SEM_llama-3.1-8b_ASSET_val_0424,semantic,1,ASSET,"The Official Municipality Key, formerly also known as the Official Municipality Characteristic Number or Municipality Code Number, is a number sequence for the identification of politically independen","Formerly referred to as either the Official Municipality Identification Number or Municipal Code Identifier, The Official Municipality Key is an identifier consisting of a numerical sequence used to d",claude-haiku,False,high,['CONTENT'],"The original states the key identifies 'politically independent municipalities or unincorporated areas,' while the transformed text claims it distinguishes 'municipalities that are politically autonomous from those without municipal incorporation,' which misrepresents the purpose by suggesting it differentiates between two types rather than identifying each type.",mistral-large-3,True,high,[],"All key elements including entities, events, and content are preserved with only minor phrasing differences."
INV_SEM_llama-3.1-8b_ASSET_val_0458,semantic,1,ASSET,"External links On a Fad Diet of Rock Dust, How the Garden Does Grow Henry Homeyer, June 24, 2004, New York Times.","Beyond the Perimeter: ""On a Fad Diet of Rock Dust"", Nourishing Growth in the Garden Henry Homeyer's Insightful Article, Originally Published June 24, 2004, The New York Times.",claude-haiku,True,high,[],"Both texts reference the same article with identical core information: title, author (Henry Homeyer), publication date (June 24, 2004), and source (New York Times), with the transformed version merely restructuring and adding interpretive framing without altering factual content.",mistral-large-3,False,high,"['AGENTS', 'ACTIONS', 'CONTENT']","The transformed text introduces new phrases and rephrases the original content, changing the structure and some of the information presented."
INV_SEM_llama-3.1-8b_ASSET_val_0460,semantic,2,ASSET,"In addition to the town Gouda in the Netherlands, Gouda can refer to: Gouda (cheese) Gouda (pottery) Gouda (slang) Gouda, South Africa, a town in the Western Cape Province of South Africa.","Beyond Gouda in the Netherlands, the term 'Gouda' also encompasses: The cheese originating from this Dutch town. A type of pottery made or sold there. Slang used to describe something excellent or imp",claude-haiku,False,high,['CONTENT'],"The transformed text introduces new content not in the original: a definition of 'Gouda' slang as 'something excellent or impressive,' which was not specified in the original.",mistral-large-3,True,high,[],"All entities, events, and facts are preserved with minor rephrasing."
INV_SEM_llama-3.1-8b_ASSET_val_0461,semantic,1,ASSET,"TPL then sold a conservation easement over the entire property to the state of Florida, while Polk County purchased the gardens portion of the property, less the development rights conveyed in the sta","The Trust for Public Land (TPL) subsequently transferred its interest in a conservation easement covering the entire estate to the State of Florida. At the same time, Polk County acquired ownership of",claude-haiku,True,high,[],"Both texts describe the same sequence of events with identical agents (TPL/State of Florida, Polk County), actions (transfer/acquisition of easement and property portions), and conditions (gardens portion minus development rights in state easement).",mistral-large-3,False,high,"['AGENTS', 'ACTIONS']","The original text states that TPL sold the conservation easement, while the transformed text states that TPL transferred its interest, and the term 'estate' is used instead of 'property'."
INV_SEM_llama-3.1-8b_ASSET_val_0482,semantic,1,ASSET,"As well as current kit sponsors for Bayern Munich, Ferencvárosi TC, and West Bromwich Albion, T-Mobile were co-sponsors of Everton with the One2One brand and they also sponsored the 2002 FA Youth Cup ","In addition to their partnerships with current kit suppliers for Bayern Munich, Ferencvárosi TC, and West Bromwich Albion, T-Mobile was a co-backer of Everton under the One2One brand, and they also su",claude-haiku,True,high,[],"Both texts preserve all agents (T-Mobile, Bayern Munich, Ferencvárosi TC, West Bromwich Albion, Everton), actions (sponsorship/partnership relationships), and specific facts (One2One brand, 2002 FA Youth Cup Final) with only minor stylistic variations.",mistral-large-3,False,high,"['AGENTS', 'ACTIONS']","The transformed text uses 'partnerships' and 'kit suppliers' instead of 'sponsors', and 'co-backer' and 'supported' instead of 'co-sponsors' and 'sponsored'."
INV_SEM_llama-3.1-8b_ASSET_val_0483,semantic,1,ASSET,"The bridge now traverses the Tarn valley above its lowest point, linking two limestone plateaux, the Causse du Larzac and the Causse Rouge, and is inside the perimeter of the Grands Causses regional n","Sitting atop its deepest low-lying point, the bridge now spans the Tarn valley, bridging the Causse Rouge and the Causse du Larzac, two adjacent limestone plateaux, while lying within the boundaries o",claude-haiku,False,high,['CONTENT'],"The original states the bridge is 'above its lowest point' while the transformed states it is 'atop its deepest low-lying point,' which are contradictory positional descriptions.",mistral-large-3,True,high,[],"All entities, events, and facts are preserved with only minor rephrasing."
INV_SEM_llama-3.1-8b_ASSET_val_0538,semantic,1,ASSET,"Archers of Loaf was an American indie-rock band originally from Chapel Hill, North Carolina.","Formed in Chapel Hill, North Carolina, Archers of Loaf was a pioneering act in the US indie-rock scene.",claude-haiku,False,high,['CONTENT'],"The transformed text adds 'pioneering act' which is not stated in the original, and removes 'originally from' which specifies the band's origin rather than just formation location.",mistral-large-3,True,high,[],"Both sentences convey that Archers of Loaf was an indie-rock band from Chapel Hill, North Carolina, with the transformed text adding a descriptive phrase 'pioneering act' which does not change the core information."
INV_SEM_llama-3.1-8b_ASSET_val_0619,semantic,1,ASSET,"After he explored this region in 1614, Dutch fur traders sailed up the Connecticut River (then known by the Dutch as Versche Rivier - ""Fresh River"") and built a fort at Dutch Point near present-day Ha","In 1614, after he had traversed this area, Dutch merchants specializing in furs embarked on an upstream journey along the Connecticut River, then referred to by the Dutch as Versche Rivier, or ""Fresh ",claude-haiku,False,high,['CONTENT'],"The transformed text changes 'Fresh River' to 'Fresh Water,' which alters the meaning of the Dutch term Versche Rivier and introduces a factual inaccuracy.",mistral-large-3,True,high,[],"All key elements including agents, actions, and content are preserved with only minor stylistic differences."
INV_SEM_llama-3.1-8b_ASSET_val_0652,semantic,2,ASSET,"Hence, this system is not an official tropical or subtropical cyclone of the 2006 Pacific hurricane season.","In consequence, this system does not qualify as a formally recognized tropical or subtropical storm within the framework of the 2006 Pacific hurricane season.",claude-haiku,False,high,['CONTENT'],"Original specifies 'hurricane' while transformed says 'storm,' which are distinct categories in meteorological classification.",mistral-large-3,True,high,[],Both sentences convey the same information that the system is not officially recognized as a tropical or subtropical cyclone in the 2006 Pacific hurricane season.
INV_SEM_llama-3.1-8b_ASSET_val_0675,semantic,2,ASSET,"These books follow the fortunes of Tamara and William Swift, who first appeared in the BBC computer animated web movie Ghosts of Albion: Legacy.","Tamara and William Swift's story is continued in these novels, a narrative that initially began with their introduction in the computer-animated BBC web series Ghosts of Albion: Legacy.",claude-haiku,False,high,['CONTENT'],"The original states these books are the first appearance of the characters, while the transformed text implies their story began elsewhere and is merely continued in these books.",mistral-large-3,True,high,[],All key information is preserved with only minor stylistic changes.
INV_SEM_llama-3.1-8b_ASSET_val_0695,semantic,1,ASSET,Villeneuve-Loubet is a commune in the Alpes-Maritimes department in the Provence-Alpes-Côte d'Azur region in southeastern France.,"Located in the Alpes-Maritimes administrative district, Villeneuve-Loubet is situated within the larger Provence-Alpes-Côte d'Azur geographic area of southernmost France.",claude-haiku,False,high,['CONTENT'],"The original specifies 'southeastern France' while the transformed text states 'southernmost France', which are different geographic descriptions.",mistral-large-3,True,high,[],All key information is preserved with only minor phrasing differences.
INV_SEM_llama-3.1-8b_ASSET_val_0717,semantic,2,ASSET,"It was first released in Japan for the Nintendo 64 on April 14, 2001.","The game initially debuted in Japan on April 14, 2001 as a launch title for the Nintendo 64 console.",claude-haiku,False,high,['CONTENT'],"The original states it was 'first released' on that date, but the transformed text claims it was a 'launch title,' which implies it released with the Nintendo 64 console itself (1996 in Japan), contradicting the 2001 date.",mistral-large-3,True,high,[],Both sentences convey the same information about the game's release date and platform.
INV_SEM_llama-3.1-8b_ASSET_val_0778,semantic,1,ASSET,Poutrincourt's son bequeathed the settlement to Charles de Saint-Étienne de la Tour upon his own death in 1623.,"Upon Poutrincourt's passing, his estate was left to Charles de Saint-Étienne de la Tour by his son at the time of his own demise in 1623.",claude-haiku,False,high,"['AGENTS', 'CONTENT']","The original states Poutrincourt's son bequeathed upon his own death in 1623, but the transformed text ambiguously suggests Poutrincourt himself passed away, creating confusion about who died when.",mistral-large-3,True,high,[],"All key elements including agents, actions, and content are preserved."
INV_SEM_llama-3.1-8b_ASSET_val_0788,semantic,1,ASSET,Tzu Chi was the first force from outside the People's Republic of China to join the rescue effort.,The Tzu Chi organization was a pioneering entity from abroad to extend its support in the relief operations in the People's Republic of China.,claude-haiku,True,high,[],"Both statements convey that Tzu Chi, a foreign organization, was among the first to participate in relief efforts in mainland China, preserving the core agents, actions, and factual content.",mistral-large-3,False,high,"['AGENTS', 'ACTIONS']",The transformed text changes the entity from 'Tzu Chi' to 'The Tzu Chi organization' and the action from 'join the rescue effort' to 'extend its support in the relief operations'.
INV_SEM_llama-3.1-8b_ASSET_val_0791,semantic,1,ASSET,"With the help of an albatross named Orville, the mice fly to the Bayou, and meet a dragonfly named Evinrude, who speeds them in a leaf to the ship where Penny is held.","With Orville the albatross as their guide, a group of mice embark on an aerial journey to the Bayou, where they encounter Evinrude the dragonfly. The agile insect propels them onward in a makeshift sa",claude-haiku,False,high,['CONTENT'],The transformed text introduces 'a makeshift sailboat fashioned from a leaf' which changes the original's 'a leaf' into something more elaborate and interpretatively different.,mistral-large-3,True,high,[],"All entities, events, and facts are preserved with only stylistic differences."
INV_SEM_llama-3.1-8b_ASSET_val_0811,semantic,1,ASSET,"After the mutiny Following the Indian Mutiny of 1857 - 58 and the consequent abolition of the East India Company, its European regiments were amalgamated in 1860 with the British Army, but its ‘ Nativ","In the aftermath of the 1857-58 Indian Rebellion, when the British East India Company was dissolved and its remnants dismantled, the European components of its military forces were merged into the reg",claude-haiku,False,high,['CONTENT'],The transformed text states 'Native' regiments 'continued to exist independently at that time' which contradicts the original's clear statement that they 'were not' amalgamated—the original leaves their status ambiguous while the transformed text incorrectly specifies they remained independent.,mistral-large-3,True,high,[],"All key information, including events, entities, and timelines, are preserved."
INV_SEM_llama-3.1-8b_ASSET_val_0924,semantic,2,ASSET,"He was the son of the Reverend Martin Luther King, Sr. and Alberta Williams King.","The Reverend Martin Luther King, Sr.'s child was his son by Alberta Williams King.",claude-haiku,False,high,['CONTENT'],"The transformed text contradicts the original by stating Alberta Williams King was the mother through ambiguous phrasing 'his son by Alberta Williams King,' whereas the original clearly identifies both parents with equal grammatical clarity.",mistral-large-3,True,high,[],Both sentences convey the same information about the parentage of the subject.
INV_SEM_llama-3.1-8b_ASSET_val_0981,semantic,1,ASSET,"With her election, Pelosi became the first woman, the first Californian and the first Italian-American to hold the Speakership.","Upon her ascension to the Speakership, Pelosi made history as the initial female leader, the pioneering Californian, and the trailblazing Italian-American to assume the office.",claude-haiku,True,high,[],"Both texts convey identical factual content: Pelosi's achievement of being the first woman, first Californian, and first Italian-American to become Speaker, with only stylistic variation in phrasing.",mistral-large-3,False,high,"['ACTIONS', 'CONTENT']","The transformed text uses 'ascension' instead of 'election' and 'initial' instead of 'first', which are not exact semantic matches."
INV_SEM_llama-3.1-8b_ASSET_val_1055,semantic,1,ASSET,The explorer Francisco Hernández wrote that chocolate beverages helped treat fever and liver disease.,"Francisco Hernández, a renowned explorer, documented the efficacy of chocolate-based drinks in alleviating symptoms associated with high fever and liver dysfunction.",claude-haiku,False,medium,['CONTENT'],"The transformed text adds 'renowned' (unsupported attribution), changes 'treat' to 'alleviating symptoms' (weakening the medical claim), and specifies 'high fever' rather than just 'fever' (content addition not in original).",mistral-large-3,True,high,[],"All key elements including the agent (Francisco Hernández), actions (wrote/documented), and content (chocolate beverages helping with fever and liver disease) are preserved."
INV_SEM_llama-3.1-8b_ASSET_val_1154,semantic,1,ASSET,For official forecasts see the NHC's public advisory archive on Hurricane Karl.,"To access official predictions, visit the National Hurricane Center's public bulletin database for information on Hurricane Karl.",claude-haiku,True,high,[],"Both texts direct users to the same authoritative source (NHC) for the same type of information (official forecasts/predictions about Hurricane Karl), with only minor vocabulary substitutions that preserve meaning.",mistral-large-3,False,high,"['AGENTS', 'ACTIONS']",The term 'forecasts' is changed to 'predictions' and 'see the archive' is changed to 'visit the database'
INV_SEM_llama-3.1-8b_ASSET_val_1248,semantic,1,ASSET,"Super Mario RPG: Legend of the Seven Stars, often shortened and officially known in Japan as, is a hybrid adventure / console role-playing game developed and published by Square (now Square Enix) and ","In Japan, Super Mario RPG: Legend of the Seven Stars is commonly abbreviated and recognized under its official name, while worldwide it remains a fusion of adventure and console-based role-playing gam",claude-haiku,False,high,"['CONTENT', 'AGENTS']","The transformed text states Square Enix was 'formerly known as Square,' but the original correctly indicates Square is 'now Square Enix' (Square became Square Enix later); additionally, the transformed text omits the official Japanese name abbreviation that the original mentions.",mistral-large-3,True,high,[],"All key information is preserved, including the game's title, its official recognition in Japan, the genres it combines, and the companies involved in its development and publication."
INV_SEM_llama-3.1-8b_ASSET_val_1271,semantic,1,ASSET,"Lady Agnes Hay's son, Alexander Duff, married Princess Louise, daughter of King Edward VII.","Alexander Duff, the offspring of Lady Agnes Hay, wed Princess Louise, who was a royal heir to King Edward VII.",claude-haiku,False,high,['CONTENT'],"Princess Louise is described as 'a royal heir' in the transformed text, but she was the daughter (not heir) of King Edward VII, changing the factual relationship.",mistral-large-3,True,high,[],"All entities, events, and relationships are preserved accurately."
INV_SEM_llama-3.1-8b_ASSET_val_1325,semantic,1,ASSET,His late life was marked by stereo recordings with the Columbia Symphony Orchestra.,His latter years were characterized by collaborations on high-fidelity recordings with the renowned Columbia Symphony Orchestra.,claude-haiku,False,high,['CONTENT'],"The original specifies 'stereo recordings' while the transformed text says 'high-fidelity recordings,' which are different audio technologies with distinct meanings.",mistral-large-3,True,high,[],Both sentences convey the same information about the subject's later years being notable for recordings with the Columbia Symphony Orchestra.
INV_SEM_llama-3.1-8b_ASSET_val_1322,semantic,1,ASSET,To the north the canton is bounded by the Swiss cantons of Vaud and Bern; the cantons of Uri and Ticino lie to its east.,"Located to the north, the canton shares a border with Vaud and Bern, both other Swiss cantons. To its eastern side lies Uri and Ticino, two more cantons that make up Switzerland's diverse geography.",claude-haiku,False,high,['CONTENT'],"The transformed text adds interpretive information ('two more cantons that make up Switzerland's diverse geography') not present in the original, and slightly alters the geographical relationship structure while maintaining the core facts.",mistral-large-3,True,high,[],"All entities, actions, and geographical relationships are preserved."
INV_SEM_llama-3.1-8b_ASSET_val_1327,semantic,1,ASSET,"There are also four stations, reserved for future service: Volokolamskaya of Tagansko-Krasnopresnenskaya line, Delovoi Tsentr of Kalininskaya and Solntsevskaya lines and Park Pobedy of Solntsevskaya l","In addition to the operational stations, four other platforms have been designated for future use: Volokolamskaya on the Tagansko-Krasnopresnenskaya line, Delovoi Tsentr on both Kalininskaya and Solnt",claude-haiku,False,high,['CONTENT'],"The transformed text states Delovoi Tsentr is on 'both Kalininskaya and Solntsevskaya lines' while the original indicates it is on 'Kalininskaya and Solntsevskaya lines' (meaning one station per line), creating a factual discrepancy about how many lines serve this station.",mistral-large-3,True,high,[],"All entities, events, and facts are preserved with only minor phrasing differences."
INV_SEM_llama-3.1-8b_ASSET_val_1380,semantic,1,ASSET,Food is an important reason why El Puerto de Santa Maria attracts hundreds of tourists.,The availability of food is a significant draw that brings hundreds of visitors to El Puerto de Santa Maria every year.,claude-haiku,False,high,['CONTENT'],"The transformed text adds 'every year' which is not present in the original, introducing a new temporal constraint not contained in the source.",mistral-large-3,True,high,[],Both sentences convey that food is a major attraction for tourists in El Puerto de Santa Maria.
INV_SEM_llama-3.1-8b_ASSET_val_1413,semantic,1,ASSET,The former member of the Swiss Federal Council Josef Escher was born in Simplon.,"Josef Escher, a past chairperson of the Swiss Federal Council, originated in Simplon.",claude-haiku,False,high,['AGENTS'],"A member of the Swiss Federal Council is not equivalent to a chairperson/president of it, as these represent different hierarchical roles.",mistral-large-3,True,high,[],"All entities, events, and facts are preserved with only minor phrasing differences."
INV_SEM_llama-3.1-8b_ASSET_val_1453,semantic,1,ASSET,"The town of Carluke (Gaelic: Cathair MoLuaig) lies in the heart of the Lanarkshire countryside in South Lanarkshire, Scotland, 5.4 miles northwest of Lanark and 5 miles South-East of Wishaw.","Located in the midst of rural Lanarkshire, Carluke (its name translated from Gaelic as Cathair MoLuaig) can be found in South Lanarkshire, Scotland. Specifically, it is situated approximately 8.6 kilo",claude-haiku,True,high,[],"All key facts are preserved: location (South Lanarkshire, Scotland), Gaelic name and translation, directional relationships to Lanark and Wishaw; only distances are converted from miles to kilometers (5.4 miles ≈ 8.7 km, 5 miles ≈ 8 km) maintaining semantic equivalence.",mistral-large-3,False,high,['CONTENT'],The distances have been converted from miles to kilometers without preserving the original numbers.
INV_SEM_llama-3.1-8b_ASSET_val_1532,semantic,1,ASSET,"Gasoline, coal, natural gas, diesel, and other commodities derived from fossil fuels are non-renewable.","Commodities like gasoline, coal, natural gas, and diesel, all of which originate from fossil sources, cannot be replenished.",claude-haiku,False,high,['CONTENT'],"The original explicitly lists 'other commodities derived from fossil fuels' as non-renewable, but the transformed text only mentions gasoline, coal, natural gas, and diesel, omitting the broader category of 'other' fossil fuel commodities.",mistral-large-3,True,high,[],"All key elements including agents, actions, and content are preserved."
