probe_id,judge,equivalent,confidence,failures,reason,probe_subtype,tier,dataset,generator_model,base_text_preview,probe_text_preview
INV_SEM_llama-3.1-8b_ASSET_val_0523,claude-haiku,True,high,[],"Both texts convey that Bagnotar is one of 51 Union Councils in Abbottabad District, North-West Frontier Province, Pakistan, with only restructured phrasing and no factual changes.",semantic,1,ASSET,llama-3.1-8b,Bagnotar is one of the 51 Union Councils of Abbottabad District in the North-West Frontier Province of Pakistan.,"Abbottabad District comprises 51 constituent Union Councils, with Bagnotar being one such administrative division situated within the North-West Frontier Province of Pakistan."
INV_SEM_llama-3.1-8b_ASSET_val_0528,claude-haiku,True,high,[],"Both texts convey that a leaf-eating kangaroo species was identified among nine such species in fossils from Naracoorte Caves National Park, with only stylistic variation in phrasing.",semantic,2,ASSET,llama-3.1-8b,It is one of the nine species of leaf-eating kangaroos identified in fossils found in the Naracoorte Caves National Park.,"In fossil discoveries at the Naracoorte Caves National Park, a specific type of marsupial has been pinpointed as one of nine distinct leaf-consuming kangaroo species."
INV_SEM_llama-3.1-8b_ASSET_val_0529,claude-haiku,True,high,[],"Both texts convey the same core facts: Jinnah admired Atatürk and wanted to model Pakistan after Turkey's modernism and secularism, with only stylistic rephrasing and synonymous terminology ('founder'/'inaugural leader', 'admiration'/'respect', 'Turkish model'/'along the lines of', 'secularism'/'separation of church and state').",semantic,1,ASSET,llama-3.1-8b,Pakistan's founder Muhammad Ali Jinnah expressed admiration for Turkey's founding leader Mustafa Kemal Atatürk and expressed a desire to develop Pakistan on the Turkish model of modernism and seculari,"Pakistan's inaugural leader, Muhammad Ali Jinnah, showed great respect for Mustafa Kemal Atatürk, the visionary who established Turkey. He aspired to build Pakistan along the lines of Atatürk's progre"
INV_SEM_llama-3.1-8b_ASSET_val_0532,claude-haiku,True,high,[],"Both texts describe the same agent (he), same action sequence (frostbite injury followed by military assignment), same location (Altenstadt near Schongau), same position title (with equivalent translation), and same temporal setting (late 1942 Eastern Front) with no changes to factual content or meaning.",semantic,1,ASSET,llama-3.1-8b,"After suffering from severe frostbite on the Eastern Front at the end of 1942, he served as an Offizier für wehrgeistige Führung (political officer) at the antiaircraft artillery school in Altenstadt,","Following a debilitating case of frostbite on the Eastern Front in late 1942, he went on to assume the role of Offizier für wehrgeistige Führung (military ideological leadership officer) at an antiair"
INV_SEM_llama-3.1-8b_ASSET_val_0536,claude-haiku,True,high,[],"Both texts describe the same event (Gandhi's death on January 30) caused by the same agent (Nathuram Godse), with 'pacifist'/'non-violent activist' and 'leader'/'influential figure' being semantically equivalent descriptors, and 'assassinated'/'fatally attacked' conveying the same lethal action.",semantic,1,ASSET,llama-3.1-8b,January 30 Indian pacifist and leader Mahatma Gandhi is assassinated by Nathuram Godse.,Indian non-violent activist and influential figure Mahatma Gandhi was fatally attacked on the thirtieth of January by Nathuram Godse.
INV_SEM_llama-3.1-8b_ASSET_val_0537,claude-haiku,True,high,[],"Both texts convey identical information: the same agent (she) performed the same action (gained popularity/achieved recognition) in the same place (Playboy) with the same result (Playmate of the Year in 1993), with only stylistic restructuring.",semantic,2,ASSET,llama-3.1-8b,"She first gained popularity in Playboy, becoming the 1993 Playmate of the Year.","It was in Playboy that she initially achieved widespread recognition, ultimately being named Playmate of the Year for 1993."
INV_SEM_llama-3.1-8b_ASSET_val_0538,claude-haiku,False,high,['CONTENT'],"The transformed text adds 'pioneering act' which is not stated in the original, and removes 'originally from' which specifies the band's origin rather than just formation location.",semantic,1,ASSET,llama-3.1-8b,"Archers of Loaf was an American indie-rock band originally from Chapel Hill, North Carolina.","Formed in Chapel Hill, North Carolina, Archers of Loaf was a pioneering act in the US indie-rock scene."
INV_SEM_llama-3.1-8b_ASSET_val_0546,claude-haiku,True,high,[],"Both texts identify the same hurricane (Katrina), same category (5), same affected regions (Louisiana, Mississippi, Alabama), and same topic (preparations), with only stylistic and word order differences.",semantic,2,ASSET,llama-3.1-8b,"This article covers the details of the Preparations for Hurricane Katrina, a major category 5 hurricane that devastated parts of Louisiana, Mississippi, and Alabama.","Hurricane Katrina's destructive impact on Louisiana, Mississippi, and Alabama is explored in this article, highlighting key aspects of the preparations undertaken in the face of this devastating storm"
INV_SEM_llama-3.1-8b_ASSET_val_0548,claude-haiku,True,high,[],"Both texts convey that students with excellent academic achievement receive the same four types of awards (scholarships, academic awards, Flying Eagle Awards, and Improvement Awards), with only stylistic differences in phrasing.",semantic,1,ASSET,llama-3.1-8b,"Scholarships, Academic Awards, Flying Eagle Awards and Improvement Awards are given to students with outstanding academic achievements.","Students with exceptional academic performance receive prestigious honors including scholarships, academic awards, the esteemed Flying Eagle Awards, and recognition through Improvement Awards."
INV_SEM_llama-3.1-8b_ASSET_val_0551,claude-haiku,True,high,[],"Both texts convey identical information about the county formations in 1833 and 1838 with the same agents, actions, and dates, only differing in phrasing and structure.",semantic,1,ASSET,llama-3.1-8b,"In 1833 parts of Burke County and Buncombe County were combined to form Yancey County, and in 1838 the southern part of what was left of Buncombe County became Henderson County.","Burke County and Buncombe County underwent a reorganization in 1833, resulting in the creation of Yancey County. Subsequently, by 1838, the remaining southern territory of Buncombe County was merged t"
INV_SEM_llama-3.1-8b_ASSET_val_0552,claude-haiku,True,high,[],"Both texts convey that GRAF membership is publicly open (unlike the Academy Awards) and that current awards are determined by member voting, with only minor stylistic reorganization and word choice variations.",semantic,1,ASSET,llama-3.1-8b,"Current awards are voted upon by the membership of the Golden Raspberry Award Foundation (GRAF), and membership is openly available to the public, as opposed to the Academy Awards.","Membership in the Golden Raspberry Award Foundation has open enrollment, allowing the general public to participate, distinct from the more exclusive nature of the Academy Awards. The GRAF's current h"
INV_SEM_llama-3.1-8b_ASSET_val_0553,claude-haiku,True,high,[],"Both texts convey that the show returned to air on Game Show Network in 2002 with the name 'Whammy!', with only stylistic differences in word choice and structure.",semantic,1,ASSET,llama-3.1-8b,"The show enjoyed a revival on the Game Show Network in 2002, and was renamed Whammy!","The program experienced a resurgence of popularity in 2002 when it aired again on the Game Show Network under its new title, Whammy!"
INV_SEM_llama-3.1-8b_ASSET_val_0558,claude-haiku,True,high,[],"Both texts convey that the series winner advances to face the NL Championship Series winner in the World Series, with only synonymous word replacements (winner→champion, advances→proceeds, play→compete against, championship→culmination) that preserve all semantic content.",semantic,1,ASSET,llama-3.1-8b,"The winner of the series advances to play the winner of the National League Championship Series in baseball's championship, the World Series.","The champion of the series proceeds to compete against the champion of the National League Championship Series in the culmination of the baseball season, known as the World Series."
INV_SEM_llama-3.1-8b_ASSET_val_0562,claude-haiku,True,high,[],"Both texts identify the same actress playing the same character (Alexx Woods) in CSI: Miami with equivalent professional roles (medical examiner and forensic pathologist both examine bodies), though the transformed version adds 'Dr.' title and specifies her specialty more explicitly.",semantic,2,ASSET,llama-3.1-8b,"She portrayed the character Alexx Woods, a medical examiner in the forensics-related drama CSI: Miami.","In the crime-solving television series CSI: Miami, she played the role of Dr. Alexx Woods, a forensic pathologist specializing in medical examination."
INV_SEM_llama-3.1-8b_ASSET_val_0566,claude-haiku,True,high,[],"Both texts describe the same two agents (Hakob Kojoyan and Alexander Tamanian) performing the same action (creating/designing) for the same entity (Democratic Republic of Armenia's heraldic symbol), with only minor vocabulary variations ('assisted/collaborated', 'coat of arms/emblem') that preserve semantic meaning.",semantic,1,ASSET,llama-3.1-8b,Hakob Kojoyan assisted Armenian architect Alexander Tamanian in creating the coat of arms for the Democratic Republic of Armenia.,Armenian architect Alexander Tamanian collaborated with fellow artist Hakob Kojoyan to design the emblem for the Democratic Republic of Armenia.
INV_SEM_llama-3.1-8b_ASSET_val_0568,claude-haiku,True,high,[],"Both sentences contain identical agents (Dennis Lee Hopper), actions (born), and content (birth date May 17, 1936, professions as actor/filmmaker/artist), with only syntactic reordering.",semantic,1,ASSET,llama-3.1-8b,"Dennis Lee Hopper (born May 17, 1936) is an American actor, filmmaker and artist.","American actor, filmmaker, and artist Dennis Lee Hopper was born on May 17, 1936."
INV_SEM_llama-3.1-8b_ASSET_val_0570,claude-haiku,False,high,"['AGENTS', 'ACTIONS']","The original specifies 'chief conductor' while the transformed text uses 'music director' - these are distinct positions with different responsibilities, and 'took the post' (definite appointment) differs from 'assumed leadership' (less precise).",semantic,2,ASSET,llama-3.1-8b,He took the post of chief conductor of the Netherlands Radio Philharmonic in 1957.,"In 1957, he assumed leadership as music director of the Netherlands Radio Philharmonic."
INV_SEM_llama-3.1-8b_ASSET_val_0573,claude-haiku,True,high,[],"Both texts convey that Davis was responsible for character design for the same two Disneyland attractions, with only stylistic variation in phrasing.",semantic,1,ASSET,llama-3.1-8b,Davis was responsible for character design for both the Pirates of the Caribbean and Haunted Mansion attractions at Disneyland.,"At Disneyland, Davis's contributions encompassed the creation of distinctive visual personas for both the Pirates of the Caribbean and Haunted Mansion experiences."
INV_SEM_llama-3.1-8b_ASSET_val_0582,claude-haiku,True,high,[],"Both sentences convey that the stadium is primarily used for football and serves as the home ground for the same specific team, with only stylistic variations in phrasing.",semantic,2,ASSET,llama-3.1-8b,It is currently used mostly for football matches and is the home stadium of Union Sportive du Foyer de la Régie Abidjan-Niger.,"Primarily, it serves as a venue for football games, also being the primary ground for Union Sportive du Foyer de la Régie Abidjan-Niger."
INV_SEM_llama-3.1-8b_ASSET_val_0591,claude-haiku,True,high,[],"Both texts convey identical information: Raiders won Western Division titles in consecutive years but lost the AFL Championship to the Jets (1968) and Chiefs (1969), both of whom won the Super Bowl.",semantic,1,ASSET,llama-3.1-8b,"The following two years, the Raiders again won Western Division titles, only to lose the AFL Championship to the eventual Super Bowl winners — the New York Jets (1968) and Kansas City Chiefs (1969).","Over the next couple of seasons, the Raiders successfully captured Western Division championships, yet fell short in their pursuit of the AFL Championship, succumbing each time to teams that would ult"
INV_SEM_llama-3.1-8b_ASSET_val_0592,claude-haiku,True,high,[],"Both texts identify the same two agents (Marcus Junius Brutus and Gaius Cassius Longinus) as the most prominent/preeminent figures in the same group, preserving all factual content and meaning despite different phrasing.",semantic,1,ASSET,llama-3.1-8b,The most prominent among the latter were Marcus Junius Brutus and Gaius Cassius Longinus.,"Notably, two individuals stood out amongst their peers: Marcus Junius Brutus and Gaius Cassius Longinus were preeminent figures in this group."
INV_SEM_llama-3.1-8b_ASSET_val_0595,claude-haiku,True,high,[],Both texts convey the same information about the page's scope (general reflecting pools) and direct readers to specific Washington D.C. pools with identical references.,semantic,2,ASSET,llama-3.1-8b,"This page is about reflecting pools in general; for the pools in Washington, D. C., see Lincoln Memorial Reflecting Pool and Capitol Reflection Pool.","The following content pertains to reflective pools in a broad sense, while information on specific pools located in Washington, D.C. can be found under the entries for the Lincoln Memorial Reflecting "
INV_SEM_llama-3.1-8b_ASSET_val_0597,claude-haiku,True,high,[],"Both texts identify the same temple with identical alternate names, location (north/northern end of forum), and context (Roman Pompeii) with no contradictions or missing facts.",semantic,1,ASSET,llama-3.1-8b,"The Temple of Jupiter, Capitolium, or Temple of the Capitoline Triad was a temple in Roman Pompeii, at the north end of its forum.","In Roman Pompeii, at the northern extremity of its forum, stood the Capitolium, also known as the Temple of Jupiter and the Capitoline Triad."
INV_SEM_llama-3.1-8b_ASSET_val_0611,claude-haiku,True,high,[],"Both texts convey that a match originated from the Royal Rumble event, which occurred approximately two months before WrestleMania, with only stylistic variations in word choice and elaboration.",semantic,1,ASSET,llama-3.1-8b,"Their match stemmed from the Royal Rumble, the pay-per-view event two months prior to WrestleMania.","Their matchup originated directly from the preceding Royal Rumble pay-per-view spectacle, held roughly two months before the highly anticipated WrestleMania."
INV_SEM_llama-3.1-8b_ASSET_val_0613,claude-haiku,False,high,"['CONTENT', 'AGENTS']","The original states a chain survives with a length equal to a cricket pitch, while the transformed reverses this to claim a cricket pitch equals the length of a survival chain, fundamentally changing what is being measured against what.",semantic,1,ASSET,llama-3.1-8b,Cricket pitches The chain also survives as the length of a cricket pitch.,The cricket pitch is the same length as the survival chain of this particular sporting equipment.
INV_SEM_llama-3.1-8b_ASSET_val_0614,claude-haiku,True,high,[],Both texts identify the same geographical location (between El-Ayait and Sohag in Upper Egypt) and convey that it is sometimes/occasionally called by an alternative name (Middle Egypt/central region).,semantic,1,ASSET,llama-3.1-8b,"The northern section of Upper Egypt, between El-Ayait and Sohag is sometimes known as Middle Egypt.","Between Sohag and El-Ayait, a stretch of land situated in the uppermost part of Egypt is occasionally referred to as the central region."
INV_SEM_llama-3.1-8b_ASSET_val_0619,claude-haiku,False,high,['CONTENT'],"The transformed text changes 'Fresh River' to 'Fresh Water,' which alters the meaning of the Dutch term Versche Rivier and introduces a factual inaccuracy.",semantic,1,ASSET,llama-3.1-8b,"After he explored this region in 1614, Dutch fur traders sailed up the Connecticut River (then known by the Dutch as Versche Rivier - ""Fresh River"") and built a fort at Dutch Point near present-day Ha","In 1614, after he had traversed this area, Dutch merchants specializing in furs embarked on an upstream journey along the Connecticut River, then referred to by the Dutch as Versche Rivier, or ""Fresh "
INV_SEM_llama-3.1-8b_ASSET_val_0623,claude-haiku,True,high,[],"Both texts convey that Laura met the criteria for Tropical Storm classification on September 30 afternoon, with identical core content despite different phrasing.",semantic,1,ASSET,llama-3.1-8b,"On the afternoon of September 30, Laura had acquired enough tropical characteristics to be designated a Tropical Storm.","By late afternoon on September 30, Laura's features had become sufficiently reminiscent of those associated with a Tropical Storm for her to be officially classified as such."
INV_SEM_llama-3.1-8b_ASSET_val_0625,claude-haiku,True,high,[],"Both texts convey identical core information: a Due South episode titled 'Dr. Long Ball' was filmed at Arnold Anderson Stadium in Cockshutt Park, with only minor stylistic variations.",semantic,1,ASSET,llama-3.1-8b,"An episode of Due South, ""Dr. Long Ball"", was filmed at Arnold Anderson Stadium in Cockshutt Park.","Dr. Long Ball"", an episode from the series Due South, was captured on film at Arnold Anderson Stadium situated within Cockshutt Park grounds."
INV_SEM_llama-3.1-8b_ASSET_val_0626,claude-haiku,True,high,[],"Both texts convey the same core facts: the person received an initial offer consisting of a $50,000 salary and a percentage ownership stake in the company, with only stylistic and structural differences.",semantic,2,ASSET,llama-3.1-8b,"He was initially offered a salary of $50,000 as well as a percentage of ownership of the company.","Initially proposed to him was a total compensation package consisting of a base salary of $50,000 and a percentage stake in the company."
INV_SEM_llama-3.1-8b_ASSET_val_0628,claude-haiku,True,high,[],"Both texts convey identical information: FCW's first show occurred on June 26, 2007 at Dallas Bull in Tampa, Florida, with only minor stylistic differences in word order and phrasing.",semantic,1,ASSET,llama-3.1-8b,"FCW's debut show was on June 26, 2007 at Tampa, Florida's Dallas Bull.","The inaugural event of FCW took place on June 26, 2007 at the Dallas Bull in Tampa, Florida."
INV_SEM_llama-3.1-8b_ASSET_val_0630,claude-haiku,True,high,[],"Both texts convey identical core information: CN suspended rail traffic on specific lines south of McComb, Mississippi (owned by Illinois Central Railroad extending to New Orleans) on August 28 as a hurricane precaution, with only minor stylistic variations.",semantic,1,ASSET,llama-3.1-8b,"On Sunday, August 28, Canadian National Railway (CN) suspended all rail traffic on its lines south of McComb, Mississippi (lines owned by its subsidiary Illinois Central Railroad that extend into New ","On August 28, a Sunday, CN had temporarily halted all train activity on its routes situated south of McComb in Mississippi, including sections owned by its affiliate Illinois Central Railroad that str"
INV_SEM_llama-3.1-8b_ASSET_val_0632,claude-haiku,True,high,[],"Both texts convey that Beresford is a city in South Dakota located in Lincoln and Union counties, with identical factual content despite different syntactic structures.",semantic,1,ASSET,llama-3.1-8b,Beresford is a city in Lincoln and Union counties in the U. S. state of South Dakota.,"South Dakota's U.S. state territory comprises the city of Beresford, which is situated within both Lincoln County and Union County."
INV_SEM_llama-3.1-8b_ASSET_val_0639,claude-haiku,True,high,[],"Both texts preserve all key agents (she/her), actions (debut performances), dates (1961, following year/year later), locations (Metropolitan Opera, Royal Opera House), and the role (Aida) with identical semantic content.",semantic,1,ASSET,llama-3.1-8b,"In 1961, she made her Metropolitan Opera debut as Aida; the following year she made her debut at the Royal Opera House with the same role.","Her Metropolitan Opera debut came in 1961 as Aida, and just a year later, she took on the same part at London's prestigious Royal Opera House."
INV_SEM_llama-3.1-8b_ASSET_val_0647,claude-haiku,True,high,[],"Both sentences convey identical information: Ripley is a town in the Amber Valley area of Derbyshire, England, with only syntactic restructuring and no changes to agents, actions, modals, negation, conditions, or factual content.",semantic,1,ASSET,llama-3.1-8b,Ripley is a town in the Amber Valley area of Derbyshire in England.,"Located within the Amber Valley region of Derbyshire, England, lies the town of Ripley."
INV_SEM_llama-3.1-8b_ASSET_val_0650,claude-haiku,True,high,[],"Both texts identify the same agent (Sunflowers), the same action (releasing/publishing games), and list identical games with their developers/creators preserved.",semantic,1,ASSET,llama-3.1-8b,"Games released by Sunflowers include the Anno series (Anno 1602, Anno 1503, and Anno 1701), Black Sea Studios' Knights of Honor and SEK's ParaWorld.","Sunflowers has published a range of games that encompass the Anno franchise (comprising Anno 1602, Anno 1503, and Anno 1701) as well as Knights of Honor by Black Sea Studios and SEK's title ParaWorld."
INV_SEM_llama-3.1-8b_ASSET_val_0652,claude-haiku,False,high,['CONTENT'],"Original specifies 'hurricane' while transformed says 'storm,' which are distinct categories in meteorological classification.",semantic,2,ASSET,llama-3.1-8b,"Hence, this system is not an official tropical or subtropical cyclone of the 2006 Pacific hurricane season.","In consequence, this system does not qualify as a formally recognized tropical or subtropical storm within the framework of the 2006 Pacific hurricane season."
INV_SEM_llama-3.1-8b_ASSET_val_0661,claude-haiku,True,high,[],Both texts convey identical factual content: the same three counties in 1847 were combined/consolidated to form Alexander County; 'parts'/'portions' and 'combined'/'consolidated into' are semantic equivalents.,semantic,1,ASSET,llama-3.1-8b,"In 1847 parts of Caldwell County, Iredell County, and Wilkes County were combined to form Alexander County.","In 1847 portions of Caldwell County, Iredell County, and Wilkes County were consolidated into a new entity known as Alexander County."
INV_SEM_llama-3.1-8b_ASSET_val_0667,claude-haiku,True,high,[],"Both sentences convey that he recently worked with Slipknot on their fourth studio album titled All Hope Is Gone, with only stylistic variations in word order and synonyms (worked/collaborated, studio album/full-length record, new/latest).",semantic,2,ASSET,llama-3.1-8b,He most recently worked with Slipknot on their new fourth studio album titled All Hope Is Gone.,"Most recently, he collaborated with Slipknot on the release of their latest fourth full-length record, which is called All Hope Is Gone."
INV_SEM_llama-3.1-8b_ASSET_val_0672,claude-haiku,True,high,[],"Both texts convey identical factual content: the same work (Seventh Son), same author (Orson Scott Card), same year (1987), and same genre (alternate history/fantasy), with only grammatical restructuring.",semantic,1,ASSET,llama-3.1-8b,Seventh Son (1987) is an alternate history / fantasy novel by Orson Scott Card.,Orson Scott Card authored the alternate history/fantasy narrative Seventh Son in 1987.
INV_SEM_llama-3.1-8b_ASSET_val_0673,claude-haiku,True,high,[],"Both texts convey identical information about Clinton's birth date, full name, position as 67th Secretary of State, and service under President Obama, with only stylistic reordering and minor paraphrasing differences.",semantic,1,ASSET,llama-3.1-8b,"Hillary Diane Rodham Clinton (, born October 26, 1947) is the 67th United States Secretary of State, serving within the administration of President Barack Obama.","Born on October 26, 1947, Hillary Diane Rodham Clinton has held the position of 67th U.S. Secretary of State during President Barack Obama's presidency in the White House administration."
INV_SEM_llama-3.1-8b_ASSET_val_0675,claude-haiku,False,high,['CONTENT'],"The original states these books are the first appearance of the characters, while the transformed text implies their story began elsewhere and is merely continued in these books.",semantic,2,ASSET,llama-3.1-8b,"These books follow the fortunes of Tamara and William Swift, who first appeared in the BBC computer animated web movie Ghosts of Albion: Legacy.","Tamara and William Swift's story is continued in these novels, a narrative that initially began with their introduction in the computer-animated BBC web series Ghosts of Albion: Legacy."
INV_SEM_llama-3.1-8b_ASSET_val_0676,claude-haiku,True,high,[],"Both sentences convey that the name's origin is derived from the Greta River in Cumberland, England, using equivalent expressions ('thought to be derived' = 'believed that the origin stems from').",semantic,1,ASSET,llama-3.1-8b,"The name is thought to be derived from Greta River in Cumberland, England.","It is believed that the origin of the name stems from a river called Greta located in Cumberland, England."
INV_SEM_llama-3.1-8b_ASSET_val_0668,claude-haiku,True,high,[],"Both texts convey that the entity is found primarily in Andhra Pradesh with additional presence in Orissa, Tamil Nadu, and Karnataka, despite different phrasing and word order.",semantic,1,ASSET,llama-3.1-8b,"Mostly found in Andhra Pradesh also in Orissa, Tamil Nadu and Karnataka.","Widespread presence is observed particularly in Andhra Pradesh as well as in Tamil Nadu, Karnataka, and Orissa."
INV_SEM_llama-3.1-8b_ASSET_val_0688,claude-haiku,True,high,[],"Both texts identify the same agents (Avery, McLeod, McCarty, Hershey, Chase), same action (experimental verification/confirmation of DNA's role), same content (DNA as transforming principle), with only stylistic variation in word choice ('exact nature' vs 'true essence', 'verified' vs 'conclusively confirmed') that preserves semantic meaning.",semantic,1,ASSET,llama-3.1-8b,"The exact nature of the transforming principle (DNA) was verified in the experiments done by Avery, McLeod and McCarty and by Hershey and Chase.","The true essence of the transformative agent (DNA) was conclusively confirmed through the experiments conducted by Avery, McLeod, and McCarty as well as Hershey and Chase."
INV_SEM_llama-3.1-8b_ASSET_val_0692,claude-haiku,True,high,[],"Both texts convey identical information: Sivry-Rance is a Walloon municipality in Belgium's Hainaut province, with only word order and phrasing varied.",semantic,1,ASSET,llama-3.1-8b,Sivry-Rance is a Walloon municipality located in the Belgian province of Hainaut.,"Located in Belgium's Walloon region, the municipality of Sivry-Rance can be found within the boundaries of Hainaut Province."
INV_SEM_llama-3.1-8b_ASSET_val_0695,claude-haiku,False,high,['CONTENT'],"The original specifies 'southeastern France' while the transformed text states 'southernmost France', which are different geographic descriptions.",semantic,1,ASSET,llama-3.1-8b,Villeneuve-Loubet is a commune in the Alpes-Maritimes department in the Provence-Alpes-Côte d'Azur region in southeastern France.,"Located in the Alpes-Maritimes administrative district, Villeneuve-Loubet is situated within the larger Provence-Alpes-Côte d'Azur geographic area of southernmost France."
INV_SEM_llama-3.1-8b_ASSET_val_0717,claude-haiku,False,high,['CONTENT'],"The original states it was 'first released' on that date, but the transformed text claims it was a 'launch title,' which implies it released with the Nintendo 64 console itself (1996 in Japan), contradicting the 2001 date.",semantic,2,ASSET,llama-3.1-8b,"It was first released in Japan for the Nintendo 64 on April 14, 2001.","The game initially debuted in Japan on April 14, 2001 as a launch title for the Nintendo 64 console."
INV_SEM_llama-3.1-8b_ASSET_val_0724,claude-haiku,True,high,[],"Both texts convey that the album Legacy of Kings began its recording/production process in February 1998, with only minor stylistic variations in expression.",semantic,1,ASSET,llama-3.1-8b,"Legacy of Kings In February 1998, the recording of Legacy of Kings began.",The album Legacy of Kings entered production in early February of the year 1998.
INV_SEM_llama-3.1-8b_ASSET_val_0725,claude-haiku,True,high,[],"Both texts convey the same core facts: Elizabeth Ann Smart's birth year (1987), nationality (American/US citizen), abduction/forced taking from Salt Lake City Utah home on June 5, 2002, and her age at the time (14), with only stylistic and minor descriptive variations.",semantic,1,ASSET,llama-3.1-8b,"Elizabeth Ann Smart (born November 3, 1987) is an American woman who was abducted from her Salt Lake City, Utah bedroom on June 5, 2002 at the age of 14.","Born in 1987, Elizabeth Ann Smart is a United States citizen who was taken by force from her home in Salt Lake City, Utah, where she lived with her family, on the morning of June 5, 2002. At that time"
INV_SEM_llama-3.1-8b_ASSET_val_0723,claude-haiku,False,high,['CONTENT'],"Original states it was 'on' the best-seller list for 4+ years; transformed claims it 'remained at the top' which implies #1 ranking, a stronger and different claim.",semantic,2,ASSET,llama-3.1-8b,It was also on the London Sunday Times best-seller list for more than four years.,The book remained at the top of the London Sunday Times best-seller list for a period exceeding four years.
INV_SEM_llama-3.1-8b_ASSET_val_0738,claude-haiku,True,high,[],Both texts convey identical geographical designations and their respective regions during the pre-WWI period with no loss of factual content or meaning.,semantic,1,ASSET,llama-3.1-8b,"Prior to World War I, the Near East referred to relatively nearby lands of the Ottoman Empire, Middle East to northwestern South Asia and Central Asia, and Far East for countries along the western Pac","In the pre-World War I era, the designation ""Near East"" encompassed territories adjacent to the Ottoman Empire, while the term ""Middle East"" applied specifically to northwestern regions of South Asia "
INV_SEM_llama-3.1-8b_ASSET_val_0729,claude-haiku,True,high,[],"Both texts preserve all key agents (Sophene, Urartu, Armenian Kingdom, Orontids), actions (transformation from part of Urartu to province of Armenian Kingdom), and temporal markers (around/approximately 600 BC) with semantically equivalent vocabulary choices.",semantic,1,ASSET,llama-3.1-8b,"Origins Initially a part of Urartu, Sophene became a province of the newly emerged ancient Armenian Kingdom of Orontids around 600 BC.","Initially forming a component of Urartu, Sophene eventually evolved into a province within the burgeoning ancient Armenian Kingdom of the Orontid dynasty by approximately 600 BC."
INV_SEM_llama-3.1-8b_ASSET_val_0748,claude-haiku,True,high,[],"Both texts convey that Blade of Fire is the second book in Stuart Hill's Icemark Chronicles fantasy series, with identical core facts presented in different word order.",semantic,1,ASSET,llama-3.1-8b,"Blade of Fire is the second novel in Stuart Hill's fantasy series, the Icemark Chronicles.","Stuart Hill's fantasy saga, the Icemark Chronicles, continues with the release of its sequel, Blade of Fire."
INV_SEM_llama-3.1-8b_ASSET_val_0765,claude-haiku,True,high,[],"Both texts convey the same core facts: December 2007 decision by landlords and Vale of Glamorgan Council to terminate/cancel £65,000 funding for Barry Island Railway, resulting in operational difficulties for the society.",semantic,1,ASSET,llama-3.1-8b,"Following the December 2007 decision by landlords, the Vale of Glamorgan Council to terminate the £65,000 funding of the Barry Island Railway, the society struggled to maintain a service.","In the wake of the landlords' and Vale of Glamorgan Council's joint decision in December 2007 to cancel the £65,000 subsidy supporting the Barry Island Railway, the preservation society found itself f"
INV_SEM_llama-3.1-8b_ASSET_val_0772,claude-haiku,True,high,[],"Both texts convey identical information: Cheaha Mountain (also called Mount Cheaha) is Alabama's highest point, with no differences in agents, actions, modals, negation, conditions, or factual content.",semantic,1,ASSET,llama-3.1-8b,"Cheaha Mountain, often called Mount Cheaha, is the highest point in the U. S. state of Alabama.","In Alabama, specifically within the United States, a peak known as Mount Cheaha or simply Cheaha Mountain holds the distinction of being the state's highest elevation."
INV_SEM_llama-3.1-8b_ASSET_val_0778,claude-haiku,False,high,"['AGENTS', 'CONTENT']","The original states Poutrincourt's son bequeathed upon his own death in 1623, but the transformed text ambiguously suggests Poutrincourt himself passed away, creating confusion about who died when.",semantic,1,ASSET,llama-3.1-8b,Poutrincourt's son bequeathed the settlement to Charles de Saint-Étienne de la Tour upon his own death in 1623.,"Upon Poutrincourt's passing, his estate was left to Charles de Saint-Étienne de la Tour by his son at the time of his own demise in 1623."
INV_SEM_llama-3.1-8b_ASSET_val_0788,claude-haiku,True,high,[],"Both statements convey that Tzu Chi, a foreign organization, was among the first to participate in relief efforts in mainland China, preserving the core agents, actions, and factual content.",semantic,1,ASSET,llama-3.1-8b,Tzu Chi was the first force from outside the People's Republic of China to join the rescue effort.,The Tzu Chi organization was a pioneering entity from abroad to extend its support in the relief operations in the People's Republic of China.
INV_SEM_llama-3.1-8b_ASSET_val_0790,claude-haiku,True,high,[],"Both texts describe the same layering of three crosses (George, Patrick, Andrew) with identical patron saint associations and visual hierarchy, using synonymous terms (edged in white/surrounded by a white border, superimposed/atop/overlaying).",semantic,2,ASSET,llama-3.1-8b,"It consists of the red cross of Saint George (patron saint of England), edged in white, superimposed on the Cross of St Patrick (patron saint of Ireland), which are superimposed on the Saltire of Sain","The design features the red cross of Saint George, patron saint of England, surrounded by a white border, atop the Cross of St Patrick, patron saint of Ireland, itself overlaying the Saltire of Saint "
