probe_id,model,probe_family,probe_subtype,tier,dataset,generator_model,base_item_id,scoring_method,rule_score,judge_verified,final_score,similarity,read_delta,overlap,detail_found,base_readability,probe_readability,rule_reason,critical_detail,detail_exact_match,detail_word_overlap,judge_1_name,judge_1_equiv,judge_1_confidence,judge_2_name,judge_2_equiv,judge_2_confidence,base_output_preview,probe_output_preview
SC_ASSET_val_1109,flan-t5-xl,shortcut,detail_generic_qualifying,1,ASSET,template_based,ASSET_val_1109,rule_only,1,,1,0.7059,6.03,,,8.41,14.44,"detail_preserved=YES,exact=YES",especially in urban areas with high population density,True,1.0,,,,,,,Revolver introduces many acts that are not played on the radio or on MTV.,"Revolver introduces many acts that are not played on the radio or on MTV, especially in urban areas with high population density."
SC_ASSET_val_1110,flan-t5-xl,shortcut,detail_generic_qualifying,2,ASSET,template_based,ASSET_val_1110,rule_only,1,,1,0.7097,0.01,,,11.71,11.71,"detail_preserved=YES,exact=YES",affecting an estimated 2.3 million people worldwide,True,1.0,,,,,,,"It is a strategy of problem-solving relying on ""appeals"" rather than coercion.","It is a strategy of problem-solving relying on ""appeals"" rather than coercion, affecting an estimated 2.3 million people worldwide."
SC_ASSET_val_1111,flan-t5-xl,shortcut,detail_generic_qualifying,1,ASSET,template_based,ASSET_val_1111,rule_only,1,,1,0.8182,3.52,,,14.63,18.15,"detail_preserved=YES,exact=YES",despite significant government investment since 2018,True,1.0,,,,,,,Coles Supermarkets is an Australian supermarket chain owned by Wesfarmers (formerly Coles Group before its acquisition on 23 November 2007).,"Coles Supermarkets is an Australian supermarket chain owned by Wesfarmers (formerly Coles Group before its acquisition on 23 November 2007), despite significant government investment since 2018."
SC_ASSET_val_1112,flan-t5-xl,shortcut,detail_generic_qualifying,1,ASSET,template_based,ASSET_val_1112,rule_only,1,,1,0.8,5.1,,,8.35,13.45,"detail_preserved=YES,exact=YES",particularly during extreme weather events,True,1.0,,,,,,,At first the aroma is apple like and pleasant but it becomes musky when overripe.,"At first the aroma is apple like and pleasant but it becomes musky when overripe, particularly during extreme weather events."
SC_ASSET_val_1113,flan-t5-xl,shortcut,detail_generic_qualifying,1,ASSET,template_based,ASSET_val_1113,rule_only,0,,0,1.0,0.0,,,9.93,9.93,"detail_preserved=NO,exact=NO",particularly for communities with limited resources,False,0.0,,,,,,,"Because the neck is not externally visible, the head and body appear to merge together.","Because the neck is not externally visible, the head and body appear to merge together."
SC_ASSET_val_1114,flan-t5-xl,shortcut,detail_generic_qualifying,1,ASSET,template_based,ASSET_val_1114,rule_only,1,,1,0.6667,7.85,,,3.65,11.5,"detail_preserved=YES,exact=NO",particularly for communities with limited resources,False,0.8,,,,,,,He was also in Paris between 1308 and 1310.,"He was also in Paris between 1308 and 1310, especially for communities with limited resources."
SC_ASSET_val_1115,flan-t5-xl,shortcut,detail_generic_qualifying,2,ASSET,template_based,ASSET_val_1115,rule_only,0,,0,1.0,0.0,,,14.8,14.8,"detail_preserved=NO,exact=NO",which experts say could worsen without intervention,False,0.0,,,,,,,It was at this time that she allegedly discovered the hiding place of three crosses used at the crucifixion of Jesus and the two thieves — Dismas and Gestas — who were executed with him.,It was at this time that she allegedly discovered the hiding place of three crosses used at the crucifixion of Jesus and the two thieves — Dismas and Gestas — who were executed with him.
SC_ASSET_val_1116,flan-t5-xl,shortcut,detail_generic_qualifying,1,ASSET,template_based,ASSET_val_1116,rule_only,1,,1,0.8,5.49,,,8.76,14.25,"detail_preserved=YES,exact=YES",particularly in developing countries,True,1.0,,,,,,,"In 1996, Barker played himself in the Adam Sandler comedy Happy Gilmore.","In 1996, Barker played himself in the Adam Sandler comedy Happy Gilmore, particularly in developing countries."
SC_ASSET_val_1117,flan-t5-xl,shortcut,detail_generic_qualifying,1,ASSET,template_based,ASSET_val_1117,rule_only,1,,1,0.8261,4.22,,,11.85,16.06,"detail_preserved=YES,exact=YES",despite significant government investment since 2018,True,1.0,,,,,,,Dave Hampton and Caleb Chung created the Furby in merely nine months (in addition to an additional nine months spent designing the toy).,"Dave Hampton and Caleb Chung created the Furby in merely nine months (in addition to an additional nine months spent designing the toy), despite significant government investment since 2018."
SC_ASSET_val_1118,flan-t5-xl,shortcut,detail_generic_qualifying,1,ASSET,template_based,ASSET_val_1118,rule_only,0,,0,1.0,0.0,,,13.44,13.44,"detail_preserved=NO,exact=NO",with the highest rates observed in coastal regions,False,0.0,,,,,,,"The state's population is concentrated in South East Queensland, which includes the capital Brisbane, Logan City, Ipswich, Toowoomba, and the Gold and Sunshine Coasts.","The state's population is concentrated in South East Queensland, which includes the capital Brisbane, Logan City, Ipswich, Toowoomba, and the Gold and Sunshine Coasts."
SC_ASSET_val_1119,flan-t5-xl,shortcut,detail_generic_qualifying,2,ASSET,template_based,ASSET_val_1119,rule_only,1,,1,0.7407,3.02,,,11.23,14.25,"detail_preserved=YES,exact=NO",particularly during extreme weather events,False,0.8,,,,,,,They made up for this deficiency by regularly eating thiamine-rich soba.,"They made up for this deficiency by regularly eating thiamine-rich soba, especially during extreme weather events."
SC_ASSET_val_1120,flan-t5-xl,shortcut,detail_generic_qualifying,1,ASSET,template_based,ASSET_val_1120,rule_only,1,,1,0.7097,3.56,,,8.76,12.31,"detail_preserved=YES,exact=YES",which experts say could worsen without intervention,True,1.0,,,,,,,"The name ""Gulf of California"" predominates on most maps in English today.","The name ""Gulf of California"" predominates on most maps in English today, which experts say could worsen without intervention."
SC_ASSET_val_1121,flan-t5-xl,shortcut,detail_generic_qualifying,1,ASSET,template_based,ASSET_val_1121,rule_only,1,,1,0.7556,6.28,,,10.31,16.59,"detail_preserved=YES,exact=YES",despite significant government investment since 2018,True,1.0,,,,,,,"Around 1: 00, the crowd broke into the undefended outer courtyard and the chains on the drawbridge to the inner courtyard were cut.","In the early afternoon around 1: 00, the crowd broke into the undefended outer courtyard and the chains on the drawbridge to the inner courtyard were cut, despite significant government investment sin"
SC_ASSET_val_1122,flan-t5-xl,shortcut,detail_generic_qualifying,1,ASSET,template_based,ASSET_val_1122,rule_only,1,,1,0.8667,3.6,,,16.29,19.89,"detail_preserved=YES,exact=YES",despite significant government investment since 2018,True,1.0,,,,,,,"In the United States antidepressants and tranquilizers are now the top selling class of prescription drugs, and neuroleptics and other psychiatric drugs also rank near the top, all with expanding sale","In the United States antidepressants and tranquilizers are now the top selling class of prescription drugs, and neuroleptics and other psychiatric drugs also rank near the top, all with expanding sale"
SC_ASSET_val_1123,flan-t5-xl,shortcut,detail_generic_qualifying,1,ASSET,template_based,ASSET_val_1123,rule_only,1,,1,0.6207,5.84,,,5.86,11.7,"detail_preserved=YES,exact=YES",according to a 2024 report by the United Nations,True,1.0,,,,,,,Libourne is at the confluence of the Isle and Dordogne rivers.,"Libourne is located at the confluence of the Isle and Dordogne rivers, according to a 2024 report by the United Nations."
SC_ASSET_val_1124,flan-t5-xl,shortcut,detail_generic_qualifying,1,ASSET,template_based,ASSET_val_1124,rule_only,0,,0,1.0,0.0,,,8.76,8.76,"detail_preserved=NO,exact=NO",particularly for communities with limited resources,False,0.0,,,,,,,"Cameron's wife Noble also starred in the film series, playing Hattie Durham.","Cameron's wife Noble also starred in the film series, playing Hattie Durham."
SC_ASSET_val_1125,flan-t5-xl,shortcut,detail_generic_qualifying,1,ASSET,template_based,ASSET_val_1125,rule_only,0,,0,0.9412,0.22,,,14.22,14.44,"detail_preserved=NO,exact=NO",particularly in developing countries,False,0.0,,,,,,,"After the end of the fifth overtime period, managers Conn Smythe of the Maple Leafs and Art Ross of the Bruins asked league president Frank Calder to suspend the game. Calder refused.","After the end of the fifth overtime period, managers Conn Smythe of the Maple Leafs and Art Ross of the Bruins asked league president Frank Calder to suspend the game, but Calder refused."
SC_ASSET_val_1126,flan-t5-xl,shortcut,detail_generic_qualifying,1,ASSET,template_based,ASSET_val_1126,rule_only,1,,1,0.7333,5.88,,,5.82,11.69,"detail_preserved=YES,exact=YES",despite significant government investment since 2018,True,1.0,,,,,,,Wilson settled in the district in late 1836 with his wife and family.,"Wilson settled in the district in late 1836 with his wife and family, despite significant government investment since 2018."
SC_ASSET_val_1127,flan-t5-xl,shortcut,detail_generic_qualifying,1,ASSET,template_based,ASSET_val_1127,rule_only,1,,1,0.6897,0.64,,,12.3,12.94,"detail_preserved=YES,exact=YES",with the highest rates observed in coastal regions,True,1.0,,,,,,,"Manchester has formal twinning arrangements (or ""friendship agreements"") with several places.","Manchester has formal twinning arrangements (or ""friendship agreements"") with several places, with the highest rates observed in coastal regions."
SC_ASSET_val_1128,flan-t5-xl,shortcut,detail_generic_qualifying,1,ASSET,template_based,ASSET_val_1128,rule_only,0,,0,1.0,0.0,,,14.44,14.44,"detail_preserved=NO,exact=NO",which has been increasing steadily since 2015,False,0.0,,,,,,,Pantaléon Enrique Costanzo Granados y Campia (27 July 1867 24 March 1916) was a Spanish Catalan pianist and composer of classical music.,Pantaléon Enrique Costanzo Granados y Campia (27 July 1867 24 March 1916) was a Spanish Catalan pianist and composer of classical music.
SC_ASSET_val_1129,flan-t5-xl,shortcut,detail_generic_qualifying,1,ASSET,template_based,ASSET_val_1129,rule_only,1,,1,0.7907,4.37,,,12.86,17.23,"detail_preserved=YES,exact=YES",especially when combined with existing infrastructure problems,True,1.0,,,,,,,"Hurricane Dog caused extensive damage to the Leeward Islands, and was considered the most severe hurricane on record in Antigua.","Hurricane Dog caused extensive damage to the Leeward Islands, and was considered the most severe hurricane on record in Antigua, especially when combined with existing infrastructure problems."
SC_ASSET_val_1130,flan-t5-xl,shortcut,detail_generic_qualifying,1,ASSET,template_based,ASSET_val_1130,rule_only,1,,1,0.7619,2.41,,,9.55,11.96,"detail_preserved=YES,exact=YES",which experts say could worsen without intervention,True,1.0,,,,,,,The northern French half is the Collectivité de Saint-Martin (Collectivity of St. Martin) and is an overseas collectivity of France.,"The northern French half comprises the Collectivité de Saint-Martin (Collectivity of St. Martin) and is an overseas collectivity of France, which experts say could worsen without intervention."
SC_ASSET_val_1131,flan-t5-xl,shortcut,detail_generic_qualifying,1,ASSET,template_based,ASSET_val_1131,rule_only,0,,0,1.0,0.0,,,9.13,9.13,"detail_preserved=NO,exact=NO",particularly for communities with limited resources,False,0.0,,,,,,,The location of the town in the bottom of a steep valley counted against it for railway construction.,The location of the town in the bottom of a steep valley counted against it for railway construction.
SC_ASSET_val_1132,flan-t5-xl,shortcut,detail_generic_qualifying,2,ASSET,template_based,ASSET_val_1132,rule_only,1,,1,0.7895,4.62,,,9.82,14.44,"detail_preserved=YES,exact=YES",despite significant government investment since 2018,True,1.0,,,,,,,"It provided a variety of music, from pop-punk, surf rock, and ska, to an acoustic ballad.","It provided a variety of music, from pop-punk, surf rock, and ska, to an acoustic ballad, despite significant government investment since 2018."
SC_ASSET_val_1133,flan-t5-xl,shortcut,detail_generic_qualifying,2,ASSET,template_based,ASSET_val_1133,rule_only,1,,1,0.8302,2.78,,,13.22,10.44,"detail_preserved=YES,exact=YES",affecting an estimated 2.3 million people worldwide,True,1.0,,,,,,,"They were replaced by the 4th Armored Division in 1957, which was redesignated as the 1st Armored Division in 1971 and moved to Hindenburg Kaserne in Ansbach in 1972.","They were replaced by the 4th Armored Division in 1957, which was redesignated as the 1st Armored Division in 1971 and moved to Hindenburg Kaserne in Ansbach in 1972, affecting an estimated 2.3 millio"
SC_ASSET_val_1134,flan-t5-xl,shortcut,detail_generic_qualifying,1,ASSET,template_based,ASSET_val_1134,rule_only,1,,1,0.6897,2.43,,,8.01,10.44,"detail_preserved=YES,exact=YES",which has been increasing steadily since 2015,True,1.0,,,,,,,"ISBN 1559390506 ISBN 978 - 1559390507 Blackman, Sushila (Compiled and edited) (1997).","ISBN 1559390506 ISBN 978 - 1559390507 Blackman, Sushila (Compiled and edited) (1997), which has been increasing steadily since 2015."
SC_ASSET_val_1135,flan-t5-xl,shortcut,detail_generic_qualifying,1,ASSET,template_based,ASSET_val_1135,rule_only,1,,1,0.7273,1.99,,,14.99,16.98,"detail_preserved=YES,exact=YES",which experts say could worsen without intervention,True,1.0,,,,,,,"The sixth, seventh, and eighth digits indicate the municipality or the number of the unincorporated area.","The sixth, seventh, and eighth digits indicate the municipality or the number of the unincorporated area, which experts say could worsen without intervention."
SC_ASSET_val_1136,flan-t5-xl,shortcut,detail_generic_qualifying,2,ASSET,template_based,ASSET_val_1136,rule_only,0,,0,1.0,0.0,,,13.93,13.93,"detail_preserved=NO,exact=NO",according to a 2024 report by the United Nations,False,0.2,,,,,,,"It was discovered from the images taken by Voyager 2 on January 20, 1986 and was given the temporary designation S / 1986 U 8.","It was discovered from the images taken by Voyager 2 on January 20, 1986 and was given the temporary designation S / 1986 U 8."
SC_ASSET_val_1137,flan-t5-xl,shortcut,detail_generic_qualifying,2,ASSET,template_based,ASSET_val_1137,rule_only,1,,1,0.8,5.68,,,6.73,12.41,"detail_preserved=YES,exact=YES",particularly in developing countries,True,1.0,,,,,,,"From White Oak, he went to Princeton, where he worked on his equilibrium theory.","From White Oak, he went to Princeton, where he worked on his equilibrium theory, particularly in developing countries."
SC_ASSET_val_1138,flan-t5-xl,shortcut,detail_generic_qualifying,1,ASSET,template_based,ASSET_val_1138,rule_only,1,,1,0.7333,1.68,,,18.59,20.27,"detail_preserved=YES,exact=YES",despite significant government investment since 2018,True,1.0,,,,,,,"Many specialize in machine construction, medical equipment, international trade, optics and electronics.","Many specialize in machine construction, medical equipment, international trade, optics and electronics, despite significant government investment since 2018."
SC_ASSET_val_1139,flan-t5-xl,shortcut,detail_generic_qualifying,1,ASSET,template_based,ASSET_val_1139,rule_only,0,,0,1.0,0.0,,,18.38,18.38,"detail_preserved=NO,exact=NO",particularly for communities with limited resources,False,0.0,,,,,,,"In Smithson's will, he stated that should his nephew, Henry James Hungerford, die without heirs, the Smithson estate would go to the government of the United States for creating an ""Establishment for ","In Smithson's will, he stated that should his nephew, Henry James Hungerford, die without heirs, the Smithson estate would go to the government of the United States for creating an ""Establishment for "
SC_ASSET_val_1140,flan-t5-xl,shortcut,detail_generic_qualifying,1,ASSET,template_based,ASSET_val_1140,rule_only,1,,1,0.75,4.73,,,12.56,17.29,"detail_preserved=YES,exact=YES",especially in urban areas with high population density,True,1.0,,,,,,,"Satan represents all of the so-called sins, as they all lead to physical, mental, or emotional gratification.","Satan represents all of the so-called sins, as they all lead to physical, mental, or emotional gratification, especially in urban areas with high population density."
SC_ASSET_val_1141,flan-t5-xl,shortcut,detail_generic_qualifying,1,ASSET,template_based,ASSET_val_1141,rule_only,1,,1,0.6429,2.22,,,11.23,13.45,"detail_preserved=YES,exact=YES",according to a 2024 report by the United Nations,True,1.0,,,,,,,Prisoners sentenced to incarceration were transferred to Spandau Prison in 1947.,"Prisoners sentenced to incarceration were transferred to Spandau Prison in 1947, according to a 2024 report by the United Nations."
SC_ASSET_val_1142,flan-t5-xl,shortcut,detail_generic_qualifying,1,ASSET,template_based,ASSET_val_1142,rule_only,1,,1,0.8,5.53,,,6.78,12.31,"detail_preserved=YES,exact=YES",particularly in developing countries,True,1.0,,,,,,,"Using their tail to support their weight, they deliver kicks with their powerful hind legs.","Using their tail to support their weight, they deliver kicks with their powerful hind legs, particularly in developing countries."
SC_ASSET_val_1143,flan-t5-xl,shortcut,detail_generic_qualifying,1,ASSET,template_based,ASSET_val_1143,rule_only,0,,0,1.0,0.0,,,14.51,14.51,"detail_preserved=NO,exact=NO",with the highest rates observed in coastal regions,False,0.0,,,,,,,"Killzone 2 is a first-person shooter (FPS) for the PlayStation 3, developed by Guerrilla Games and published by Sony Computer Entertainment.","Killzone 2 is a first-person shooter (FPS) for the PlayStation 3, developed by Guerrilla Games and published by Sony Computer Entertainment."
SC_ASSET_val_1144,flan-t5-xl,shortcut,detail_generic_qualifying,1,ASSET,template_based,ASSET_val_1144,rule_only,1,,1,0.7907,3.25,,,8.73,11.98,"detail_preserved=YES,exact=YES",except in regions with active conflict zones,True,1.0,,,,,,,Keymer was an ancient parish that like its near neighbour Clayton was merged into the modern day parish of Hassocks.,"Keymer was an ancient parish that like its near neighbour Clayton was merged into the modern day parish of Hassocks, except in regions with active conflict zones."
SC_ASSET_val_1145,flan-t5-xl,shortcut,detail_generic_qualifying,1,ASSET,template_based,ASSET_val_1145,rule_only,1,,1,0.8,2.38,,,14.91,12.53,"detail_preserved=YES,exact=YES",affecting an estimated 2.3 million people worldwide,True,1.0,,,,,,,Combined oral contraceptive use reduces the risk of ovarian cancer by 40% and the risk of endometrial cancer by 50% compared to never users.,"Combined oral contraceptive use reduces the risk of ovarian cancer by 40% and the risk of endometrial cancer by 50% compared to never users, affecting an estimated 2.3 million people worldwide."
SC_ASSET_val_1146,flan-t5-xl,shortcut,detail_generic_qualifying,1,ASSET,template_based,ASSET_val_1146,rule_only,1,,1,0.7442,4.38,,,8.47,12.86,"detail_preserved=YES,exact=YES",which has been increasing steadily since 2015,True,1.0,,,,,,,The other featured match was between Rob Van Dam defending the title against Edge in a singles match.,"The other featured match was between WWE Champion Rob Van Dam defending the title against Edge in a singles match, which has been increasing steadily since 2015."
SC_ASSET_val_1147,flan-t5-xl,shortcut,detail_generic_qualifying,1,ASSET,template_based,ASSET_val_1147,rule_only,1,,1,0.8302,1.94,,,12.95,11.01,"detail_preserved=YES,exact=YES",affecting an estimated 2.3 million people worldwide,True,1.0,,,,,,,"This relationship between Rick and Vyvyan makes them virtually inseparable, as the two spend by far more time together than with the other housemates.","This relationship between Rick and Vyvyan makes them virtually inseparable, as the two spend by far more time together than with the other housemates, affecting an estimated 2.3 million people worldwi"
SC_ASSET_val_1148,flan-t5-xl,shortcut,detail_generic_qualifying,1,ASSET,template_based,ASSET_val_1148,rule_only,1,,1,0.75,5.64,,,8.54,14.18,"detail_preserved=YES,exact=NO",particularly for communities with limited resources,False,0.8,,,,,,,"A year later, he was appointed as the Minister of Commerce and Industry.","A year later, he was appointed as the Minister of Commerce and Industry, especially for communities with limited resources."
SC_ASSET_val_1149,flan-t5-xl,shortcut,detail_generic_qualifying,2,ASSET,template_based,ASSET_val_1149,rule_only,1,,1,0.7317,3.07,,,12.41,15.48,"detail_preserved=YES,exact=YES",according to a 2024 report by the United Nations,True,1.0,,,,,,,"This includes all natural and human accidents and errors and is calculated over roughly 160,000 Shinkansen trips completed.","This includes all natural and human accidents and errors and is calculated over roughly 160,000 Shinkansen trips completed, according to a 2024 report by the United Nations."
SC_ASSET_val_1150,flan-t5-xl,shortcut,detail_generic_qualifying,1,ASSET,template_based,ASSET_val_1150,rule_only,1,,1,0.7429,0.24,,,10.48,10.23,"detail_preserved=YES,exact=YES",affecting an estimated 2.3 million people worldwide,True,1.0,,,,,,,"The subunguis is the softer, flaky underside layer whose grain is parallel to the direction of growth.","The subunguis is the softer, flaky underside layer whose grain is parallel to the direction of growth, affecting an estimated 2.3 million people worldwide."
SC_ASSET_val_1151,flan-t5-xl,shortcut,detail_generic_qualifying,1,ASSET,template_based,ASSET_val_1151,rule_only,1,,1,0.7368,4.39,,,11.5,15.89,"detail_preserved=YES,exact=YES",especially when combined with existing infrastructure problems,True,1.0,,,,,,,Tobacco: In 1984 he wrote that nicotine has an addictiveness similar to heroin or cocaine.,"Tobacco: In 1984 he wrote that nicotine has an addictiveness similar to that of heroin or cocaine, especially when combined with existing infrastructure problems."
SC_ASSET_val_1152,flan-t5-xl,shortcut,detail_generic_qualifying,1,ASSET,template_based,ASSET_val_1152,rule_only,0,,0,1.0,0.0,,,10.0,10.0,"detail_preserved=NO,exact=NO",despite significant government investment since 2018,False,0.0,,,,,,,"The first use of the word was for the limbs of fish, but has been extended to include other animal limbs and man-made devices.","The first use of the word was for the limbs of fish, but has been extended to include other animal limbs and man-made devices."
SC_ASSET_val_1153,flan-t5-xl,shortcut,detail_generic_qualifying,2,ASSET,template_based,ASSET_val_1153,rule_only,1,,1,0.5,0.63,,,6.94,7.57,"detail_preserved=YES,exact=YES",with the highest rates observed in coastal regions,True,1.0,,,,,,,Miller broke his collarbone in a fall during his third appearance.,"Miller broke his collarbone in a fall, with the highest rates observed in coastal regions."
SC_ASSET_val_1154,flan-t5-xl,shortcut,detail_generic_qualifying,1,ASSET,template_based,ASSET_val_1154,rule_only,0,,0,1.0,0.0,,,10.72,10.72,"detail_preserved=NO,exact=NO",particularly for communities with limited resources,False,0.0,,,,,,,For official forecasts see the NHC's public advisory archive on Hurricane Karl.,For official forecasts see the NHC's public advisory archive on Hurricane Karl.
SC_ASSET_val_1155,flan-t5-xl,shortcut,detail_generic_qualifying,1,ASSET,template_based,ASSET_val_1155,rule_only,1,,1,0.7895,6.17,,,9.78,15.95,"detail_preserved=YES,exact=YES",particularly for communities with limited resources,True,1.0,,,,,,,"The Lonely Mountain Jar Inscription, the first published tengwar sample, dates to 1937 (The Hobbit, most editions).","The Lonely Mountain Jar Inscription, the first published tengwar sample, dates to 1937 (The Hobbit, most editions), particularly for communities with limited resources."
SC_ASSET_val_1156,flan-t5-xl,shortcut,detail_generic_qualifying,1,ASSET,template_based,ASSET_val_1156,rule_only,0,,0,1.0,0.0,,,17.44,17.44,"detail_preserved=NO,exact=NO",particularly in developing countries,False,0.0,,,,,,,"Tropical storms in Arizona are infrequent, since the predominant storm track carries most storms that form in the Eastern Pacific either parallel or away from the Pacific coast of northwestern Mexico.","Tropical storms in Arizona are infrequent, since the predominant storm track carries most storms that form in the Eastern Pacific either parallel or away from the Pacific coast of northwestern Mexico."
SC_ASSET_val_1157,flan-t5-xl,shortcut,detail_generic_qualifying,1,ASSET,template_based,ASSET_val_1157,rule_only,0,,0,1.0,0.0,,,13.95,13.95,"detail_preserved=NO,exact=NO",particularly for communities with limited resources,False,0.0,,,,,,,"Chianti Superiore is an Italian DOCG wine produced in the provinces of Arezzo, Florence, Pisa, Pistoia, Prato and Siena, in Tuscany.","Chianti Superiore is an Italian DOCG wine produced in the provinces of Arezzo, Florence, Pisa, Pistoia, Prato and Siena, in Tuscany."
SC_ASSET_val_1158,flan-t5-xl,shortcut,detail_generic_qualifying,1,ASSET,template_based,ASSET_val_1158,rule_only,1,,1,0.7429,2.45,,,9.26,11.7,"detail_preserved=YES,exact=YES",which has been increasing steadily since 2015,True,1.0,,,,,,,"Thinner is a 1984 novel by Stephen King, published under his pseudonym, Richard Bachman.","Thinner is a 1984 novel by Stephen King, published under his pseudonym, Richard Bachman, which has been increasing steadily since 2015."
SC_ASSET_val_1159,flan-t5-xl,shortcut,detail_generic_qualifying,2,ASSET,template_based,ASSET_val_1159,rule_only,1,,1,0.7907,4.96,,,10.44,15.4,"detail_preserved=YES,exact=YES",especially when combined with existing infrastructure problems,True,1.0,,,,,,,"They may be removed for several reasons, including impaired breathing through the nose and chronic infections or earaches.","They may be removed for several reasons, including impaired breathing through the nose and chronic infections or earaches, especially when combined with existing infrastructure problems."
SC_ASSET_val_1160,flan-t5-xl,shortcut,detail_generic_qualifying,1,ASSET,template_based,ASSET_val_1160,rule_only,1,,1,0.6875,2.27,,,12.17,14.44,"detail_preserved=YES,exact=YES",according to a 2024 report by the United Nations,True,1.0,,,,,,,"Niccol Machiavelli, author of The Prince, also witnessed and wrote about the execution.","Niccol Machiavelli, author of The Prince, also witnessed and wrote about the execution, according to a 2024 report by the United Nations."
SC_ASSET_val_1161,flan-t5-xl,shortcut,detail_generic_qualifying,1,ASSET,template_based,ASSET_val_1161,rule_only,1,,1,0.7778,4.8,,,10.71,15.52,"detail_preserved=YES,exact=YES",especially when combined with existing infrastructure problems,True,1.0,,,,,,,"Hughes' story ""Blessed Assurance"" deals with a father's anger over his son's effeminacy and queerness.","Hughes' story ""Blessed Assurance"" deals with a father's anger over his son's effeminacy and queerness, especially when combined with existing infrastructure problems."
SC_ASSET_val_1162,flan-t5-xl,shortcut,detail_generic_qualifying,1,ASSET,template_based,ASSET_val_1162,rule_only,1,,1,0.8095,2.73,,,11.14,13.87,"detail_preserved=YES,exact=YES",except in regions with active conflict zones,True,1.0,,,,,,,"In 1855 parts of Nash County, Edgecombe County, Johnston County, and Wayne County were combined to form Wilson County, North Carolina.","In 1855 parts of Nash County, Edgecombe County, Johnston County, and Wayne County were combined to form Wilson County, North Carolina, except in regions with active conflict zones."
SC_ASSET_val_1163,flan-t5-xl,shortcut,detail_generic_qualifying,1,ASSET,template_based,ASSET_val_1163,rule_only,0,,0,1.0,0.0,,,13.86,13.86,"detail_preserved=NO,exact=NO",which experts say could worsen without intervention,False,0.0,,,,,,,"Watonga, Kingfisher and Geary were the hardest-hit communities, where many houses and buildings were inundated.","Watonga, Kingfisher and Geary were the hardest-hit communities, where many houses and buildings were inundated."
SC_ASSET_val_1164,flan-t5-xl,shortcut,detail_generic_qualifying,1,ASSET,template_based,ASSET_val_1164,rule_only,0,,0,1.0,0.0,,,13.62,13.62,"detail_preserved=NO,exact=NO",with the highest rates observed in coastal regions,False,0.0,,,,,,,"To provide water for its steam locomotives, the Commissioners decided to provide a dam and pump water from it to a facility, known as Young Tank, at the post.","To provide water for its steam locomotives, the Commissioners decided to provide a dam and pump water from it to a facility, known as Young Tank, at the post."
SC_ASSET_val_1165,flan-t5-xl,shortcut,detail_generic_qualifying,1,ASSET,template_based,ASSET_val_1165,rule_only,1,,1,0.566,10.13,,,11.17,21.3,"detail_preserved=YES,exact=YES",especially when combined with existing infrastructure problems,True,1.0,,,,,,,"Unobserved, Susanna re-enters the bedroom with the clothing and conceals herself after she realises what is wrong.","Unobserved, Susanna re-enters the bedroom with the clothing and conceals herself after she realises what is wrong (She knows that to reveal her presence would only result in the worst possible consequ"
SC_ASSET_val_1166,flan-t5-xl,shortcut,detail_generic_qualifying,1,ASSET,template_based,ASSET_val_1166,rule_only,1,,1,0.7805,1.33,,,12.27,10.94,"detail_preserved=YES,exact=YES",affecting an estimated 2.3 million people worldwide,True,1.0,,,,,,,"The video premiered on MTV's Headbangers Ball on October 25, 2008 as part of the Headbangers Ball 20th anniversary special programming.","The video premiered on MTV's Headbangers Ball on October 25, 2008 as part of the Headbangers Ball 20th anniversary special programming, affecting an estimated 2.3 million people worldwide."
SC_ASSET_val_1167,flan-t5-xl,shortcut,detail_generic_qualifying,1,ASSET,template_based,ASSET_val_1167,rule_only,1,,1,0.8,2.93,,,10.69,13.62,"detail_preserved=YES,exact=YES",except in regions with active conflict zones,True,1.0,,,,,,,"The state was created in 1951 out of the historical states of Baden, Hohenzollern and Württemberg, part of the region of Swabia.","The state was created in 1951 out of the historical states of Baden, Hohenzollern and Württemberg, part of the region of Swabia, except in regions with active conflict zones."
SC_ASSET_val_1168,flan-t5-xl,shortcut,detail_generic_qualifying,1,ASSET,template_based,ASSET_val_1168,rule_only,1,,1,0.8475,2.85,,,13.62,16.48,"detail_preserved=YES,exact=YES",which has been increasing steadily since 2015,True,1.0,,,,,,,"After the abolition of slavery in 1835, many Indian and Chinese workers were brought to work the land, and cultivate sugar cane, at that time used to produce rum.","After the abolition of slavery in 1835, many Indian and Chinese workers were brought to work the land, and cultivate sugar cane, at that time used to produce rum, which has been increasing steadily si"
SC_ASSET_val_1169,flan-t5-xl,shortcut,detail_generic_qualifying,1,ASSET,template_based,ASSET_val_1169,rule_only,1,,1,0.8485,2.44,,,15.36,12.92,"detail_preserved=YES,exact=YES",with the highest rates observed in coastal regions,True,1.0,,,,,,,Marxists Internet Archive (also known as MIA or Marxists. org) is a volunteer based non-profit organization that maintains a multi-lingual Internet archive of Marxist writers and other similar authors,Marxists Internet Archive (also known as MIA or Marxists. org) is a volunteer based non-profit organization that maintains a multi-lingual Internet archive of Marxist writers and other similar authors
