probe_id,probe_subtype,tier,dataset,base_text_preview,probe_text_preview,j1_name,j1_equivalent,j1_confidence,j1_failures,j1_reason,j2_name,j2_equivalent,j2_confidence,j2_failures,j2_reason
INV_SEM_gpt-4.1_ASSET_val_0571,semantic,1,ASSET,"12 - hour clock times end with dotted or undotted lower-case or, or or, which are spaced (or, not or).","12-hour clock times conclude with either dotted or undotted lowercase or, or or, that are separated by spaces (or, not or).",claude-haiku,False,high,['CONTENT'],"The original text appears corrupted/nonsensical with repeated 'or' characters, while the transformed version attempts grammatical correction but fundamentally alters the original's content and meaning.",mistral-large-3,True,high,[],"The transformed text preserves all entities, events, modals, negation, conditions, and content from the original text."
INV_SEM_gpt-4.1_ASSET_val_0616,semantic,1,ASSET,The static charges remain on an object until they either bleed off to ground or are quickly neutralized by a discharge.,Static charges persist on an object until they are either gradually released to the ground or promptly neutralized by a discharge.,claude-haiku,False,high,['CONTENT'],"The original uses 'bleed off' (implying a gradual, ongoing process) while the transformed uses 'gradually released' (explicitly temporal), and 'remain' vs 'persist' are synonymous, but 'quickly' vs 'promptly' differ in meaning—'quickly' suggests speed of completion while 'promptly' suggests timely response—creating semantic drift in the discharge mechanism description.",mistral-large-3,True,high,[],"All entities, events, and meanings are preserved despite slight differences in phrasing."
INV_SEM_gpt-4.1_ASSET_val_0667,semantic,2,ASSET,He most recently worked with Slipknot on their new fourth studio album titled All Hope Is Gone.,"His latest collaboration was with Slipknot on their fourth studio album, All Hope Is Gone.",claude-haiku,False,high,['CONTENT'],"The original specifies 'new fourth studio album' while the transformed text removes 'new', and the original uses 'most recently worked' which is more specific about recency than 'latest collaboration'.",mistral-large-3,True,high,[],Both sentences convey the same information about the recent collaboration with Slipknot on their fourth studio album titled All Hope Is Gone.
INV_SEM_gpt-4.1_ASSET_val_0671,semantic,1,ASSET,"History U. S. President Woodrow Wilson first proclaimed an Armistice Day for November 12, 1919.","U.S. President Woodrow Wilson originally declared November 12, 1919, as the first Armistice Day.",claude-haiku,False,high,['CONTENT'],"The original states Wilson 'first proclaimed' Armistice Day 'for' November 12, 1919, while the transformed text states he 'declared' that specific date 'as the first Armistice Day,' changing the temporal relationship and suggesting November 12, 1919 was the inauguration of the observance rather than the date it was proclaimed for.",mistral-large-3,True,high,[],"All entities, events, and facts are preserved with only minor rephrasing."
INV_SEM_gpt-4.1_ASSET_val_0845,semantic,1,ASSET,The album is named after a song on the album; a cover of the original by folk singer Tom Brosseau.,"The album takes its name from one of its own tracks, which is a cover version of a song originally written by folk artist Tom Brosseau.",claude-haiku,False,high,['CONTENT'],"The original states Tom Brosseau's song is being covered, while the transformed version states Tom Brosseau originally wrote the song being covered, reversing the authorship relationship.",mistral-large-3,True,high,[],
INV_SEM_gpt-4.1_ASSET_val_0897,semantic,1,ASSET,"According to the fictional universe first established by Slayer, the 'Buffyverse,' The term 'Buffyverse' is used amongst fans of Buffy / Angel online to describe the fictional universe established by ","Within the fictional universe initially created by Slayer, known as the 'Buffyverse,' fans of Buffy and Angel commonly use the term 'Buffyverse' online to refer to the shared fictional setting introdu",claude-haiku,False,high,"['AGENTS', 'CONTENT']","The original credits 'Slayer' (likely referring to Buffy the Vampire Slayer) as the universe creator, while the transformed text attributes creation to 'Slayer' but then claims 'Buffy and Angel' introduced the setting, creating agent ambiguity and factual inconsistency about the universe's origin.",mistral-large-3,True,high,[],Both sentences convey the same information about the term 'Buffyverse' and its usage among fans of Buffy and Angel.
INV_SEM_gpt-4.1_ASSET_val_0900,semantic,1,ASSET,"Bad Herrenalb is a municipality in the district of Calw, in Baden-Württemberg, Germany.","Bad Herrenalb is a town located in the Calw district of Baden-Württemberg, Germany.",claude-haiku,False,high,['AGENTS'],"Original identifies Bad Herrenalb as a 'municipality' while transformed identifies it as a 'town', which are different administrative classifications.",mistral-large-3,True,high,[],The transformation from 'municipality' to 'town' does not change the core meaning.
INV_SEM_gpt-4.1_ASSET_val_0974,semantic,1,ASSET,"The term country code frequently refers to international dialing codes, the E. 164 country calling codes.","Often, the phrase country code denotes the E.164 international dialing codes assigned to different countries.",claude-haiku,False,high,['CONTENT'],"The original states country code 'frequently refers to' calling codes (indicating one possible meaning among others), while the transformed version claims it 'denotes' them (stating a direct definition), changing the scope and specificity of the relationship.",mistral-large-3,True,high,[],Both sentences convey the same information about country codes referring to E.164 international dialing codes.
INV_SEM_gpt-4.1_ASSET_val_0978,semantic,1,ASSET,The Higgs boson is the only Standard Model particle that has not yet been observed.,"Of all the particles in the Standard Model, the Higgs boson remains the only one that has not been detected so far.",claude-haiku,False,high,['CONTENT'],"The original statement is factually outdated (the Higgs boson was observed in 2012), making it false, while the transformed text uses hedging language ('remains', 'so far') that is less definitively incorrect, creating a semantic difference in assertion strength and factual accuracy.",mistral-large-3,True,high,[],Both sentences state that the Higgs boson is the only particle in the Standard Model that has not been observed or detected.
INV_SEM_gpt-4.1_ASSET_val_1021,semantic,1,ASSET,"Currently Secretary of State for Culture, Media and Sport and Minister for the South West, he was one of the first openly gay MPs.","He serves as Secretary of State for Culture, Media and Sport, as well as Minister for the South West, and was among the earliest MPs to come out as openly gay.",claude-haiku,False,high,['MODALS'],"Original uses 'Currently' indicating present tense role, while transformed uses 'serves' which could imply ongoing current status, but the original's 'was one of the first' is stronger temporal specificity than transformed's 'among the earliest' which introduces ambiguity about whether the role continues.",mistral-large-3,True,high,[],"All entities, events, and facts are preserved with only minor phrasing differences."
INV_SEM_gpt-4.1_ASSET_val_1048,semantic,1,ASSET,The New York Rangers won the Stanley Cup beating the Montreal Maroons becoming the first United States based team since the formation of the NHL to win it and first since the Seattle Metropolitans won,"The New York Rangers captured the Stanley Cup by defeating the Montreal Maroons, making them the first American team to win the trophy since the NHL was established, and the first since the Seattle Me",claude-haiku,False,high,['CONTENT'],The original specifies 'first United States based team since the formation of the NHL' while the transformed says 'first American team...since the NHL was established'—these are contradictory claims about whether the Rangers were first overall or first since NHL formation.,mistral-large-3,True,high,[],"All entities, events, and facts are preserved with only minor phrasing differences."
INV_SEM_gpt-4.1_ASSET_val_1054,semantic,1,ASSET,"After being transferred to the Town of Blakeley in 1810, the County Seat was later moved to the City of Daphne in 1868.",The County Seat was relocated to the Town of Blakeley in 1810 and was subsequently moved again to the City of Daphne in 1868.,claude-haiku,False,high,"['AGENTS', 'CONTENT']","The original implies the County Seat was transferred to Blakeley (passive construction), but the transformed text states it was relocated to Blakeley, which are different agent/action framings, and the original's causal structure (transferred after being in another location) is not preserved.",mistral-large-3,True,high,[],Both sentences convey the same events and timeline of the County Seat being moved.
INV_SEM_gpt-4.1_ASSET_val_1074,semantic,1,ASSET,"In the Lemmon film, Jack Lemmon chases, tackles and mugs Stallone, thinking that Stallone's character is a pickpocket.","In the movie featuring Jack Lemmon, Lemmon pursues, brings down, and robs Stallone, under the impression that Stallone's character is a thief.",claude-haiku,False,high,"['ACTIONS', 'CONTENT']","The original specifies 'mugs' (attacks/assaults) while the transformed uses 'robs' (theft), which are different actions; additionally, 'pickpocket' (steals from people) differs semantically from 'thief' (general theft category), making the specific crime misrepresented.",mistral-large-3,True,high,[],"All entities, actions, and meanings are preserved despite minor phrasing differences."
INV_SEM_gpt-4.1_ASSET_val_1102,semantic,1,ASSET,"Troposodon minor Sthenurus oreas Simosthenurus occidentalis (another Sthenurine) was about as tall as a modern Eastern Grey Kangaroo, but much more robust.","Simosthenurus occidentalis, also known as another Sthenurine species, along with Troposodon minor and Sthenurus oreas, stood at a height similar to today’s Eastern Grey Kangaroo, but had a far sturdie",claude-haiku,False,high,"['AGENTS', 'CONTENT']","The original states Simosthenurus occidentalis was about as tall as a modern Eastern Grey Kangaroo and much more robust, but the transformed text groups three species together without clarifying which one had these characteristics, creating ambiguity about whether all three or just one possessed these traits.",mistral-large-3,True,high,[],"All entities, events, and facts are preserved with only minor rephrasing."
INV_SEM_gpt-4.1_ASSET_val_1167,semantic,1,ASSET,"History The state was created in 1951 out of the historical states of Baden, Hohenzollern and Württemberg, part of the region of Swabia.","Background The state was formed in 1951 from the former states of Baden, Hohenzollern, and Württemberg, which belonged to the Swabia region.",claude-haiku,True,high,[],"Both texts preserve all key agents (Baden, Hohenzollern, Württemberg), the action (state creation/formation in 1951), and the geographical context (Swabia region), with only minor stylistic variations.",mistral-large-3,False,high,"['ACTIONS', 'CONTENT']","The original text uses 'created' while the transformed text uses 'formed', and the original text specifies 'part of the region' while the transformed text states 'which belonged to the Swabia region'."
INV_SEM_gpt-4.1_ASSET_val_1246,semantic,1,ASSET,Tag team match for the World Tag Team Championship 08: 51 2 Chavo Guerrero (c) defeated Jimmy Wang Yang.,World Tag Team Championship tag match: Chavo Guerrero (c) beat Jimmy Wang Yang in 8 minutes and 51 seconds.,claude-haiku,False,high,"['AGENTS', 'CONTENT']","Original describes a tag team match between two individuals/teams, but transformed presents it as a singles match, and the original timestamp '08:51 2' doesn't clearly map to '8 minutes and 51 seconds' (ambiguous original formatting).",mistral-large-3,True,high,[],"All entities, events, and facts are preserved with only minor phrasing differences."
INV_SEM_gpt-4.1_ASSET_val_1248,semantic,1,ASSET,"Super Mario RPG: Legend of the Seven Stars, often shortened and officially known in Japan as, is a hybrid adventure / console role-playing game developed and published by Square (now Square Enix) and ","Super Mario RPG: Legend of the Seven Stars, commonly abbreviated and officially recognized by a different name in Japan, is a combination adventure and console RPG created and released by Square (curr",claude-haiku,False,high,['CONTENT'],"The transformed text omits the specific Japanese name that was referenced in the original, replacing it with vague language ('a different name' instead of the actual title), and changes 'developed and published by' to 'created and released by in partnership with' which alters the collaborative nature ambiguously.",mistral-large-3,True,high,[],"All entities, events, modals, negations, conditions, and content are preserved with only minor phrasing differences."
INV_SEM_gpt-4.1_ASSET_val_1257,semantic,1,ASSET,Implementations SSL and TLS have been widely implemented in several open source software projects.,SSL and TLS have been extensively used in numerous open source software projects.,claude-haiku,False,high,"['AGENTS', 'ACTIONS']","Original specifies 'Implementations [of] SSL and TLS have been widely implemented' (implementations as agents performing implementation), while transformed states 'SSL and TLS have been extensively used' (the protocols themselves as agents being used), changing the semantic meaning from implementation efforts to usage.",mistral-large-3,True,high,[],"The transformed text conveys the same meaning as the original, with 'widely implemented' being semantically similar to 'extensively used' and 'several' to 'numerous'."
INV_SEM_gpt-4.1_ASSET_val_1290,semantic,1,ASSET,"In it he explains that Christ has two qnome (essences), which are unmingled and eternally united in one parsopa (personality).","He states within it that Christ possesses two qnome (essences), which remain distinct and are eternally joined together in a single parsopa (personality).",claude-haiku,False,high,['CONTENT'],"The transformation changes 'unmingled' to 'remain distinct,' which shifts the theological meaning—unmingled implies a specific metaphysical relationship distinct from merely remaining separate/distinct.",mistral-large-3,True,high,[],"All entities, events, and meanings are preserved despite slight phrasing differences."
INV_SEM_gpt-4.1_ASSET_val_1327,semantic,1,ASSET,"There are also four stations, reserved for future service: Volokolamskaya of Tagansko-Krasnopresnenskaya line, Delovoi Tsentr of Kalininskaya and Solntsevskaya lines and Park Pobedy of Solntsevskaya l","Additionally, four stations are set aside for future service: Volokolamskaya on the Tagansko-Krasnopresnenskaya line, Delovoi Tsentr on both the Kalininskaya and Solntsevskaya lines, and Park Pobedy o",claude-haiku,False,high,['CONTENT'],"The transformed text claims Delovoi Tsentr is on both Kalininskaya and Solntsevskaya lines, while the original lists it as being on Kalininskaya and Solntsevskaya as separate stations, creating a factual discrepancy.",mistral-large-3,True,high,[],"All entities, events, and facts are preserved with only minor phrasing changes."
INV_SEM_gpt-4.1_ASSET_val_1294,semantic,1,ASSET,"In the match, Kenny grabbed a steel chair and inserted the chair on Triple H's left knee, similar to what the group did to Michaels.","During the match, Kenny took a steel chair and placed it on Triple H’s left knee, just as the group had previously done to Michaels.",claude-haiku,True,high,[],"Both texts describe the same action (Kenny using a steel chair on Triple H's knee) with identical agents, locations, and reference to the prior group action on Michaels; only word choice differs ('grabbed'/'took', 'inserted'/'placed').",mistral-large-3,False,high,['ACTIONS'],The action 'inserted' is not semantically equivalent to 'placed it on'.
INV_SEM_gpt-4.1_ASSET_val_1367,semantic,1,ASSET,"Penshurst Place in Kent, England has a little altered 14th century example.","Penshurst Place, located in Kent, England, is a largely unchanged example from the 14th century.",claude-haiku,False,high,['CONTENT'],"'little altered' (minimally changed) contradicts 'largely unchanged' (substantially preserved), which are similar but not identical in degree and implication.",mistral-large-3,True,high,[],"Both sentences convey that Penshurst Place in Kent, England, is an example from the 14th century that has remained largely unchanged."
INV_SEM_gpt-4.1_ASSET_val_1479,semantic,1,ASSET,"Streets were designated ""East"" or ""West"" if they crossed James Street or Highway 6.","Streets received the label ""East"" or ""West"" depending on whether they crossed either James Street or Highway 6.",claude-haiku,False,high,['CONTENT'],"Original requires crossing James Street OR Highway 6 for designation, but transformed says 'either...or' which in standard interpretation means the same; however, 'depending on whether they crossed either' introduces ambiguity about whether crossing both, one, or just either one triggers the designation, whereas original clearly means crossing at least one of these two streets triggers the designation.",mistral-large-3,True,high,[],"The transformed text preserves the original meaning, entities, and conditions."
INV_SEM_gpt-4.1_ASSET_val_1631,semantic,1,ASSET,"Since then, 51 Phantom and Electric Blue Watermelon have received nominations in that same category.","After that, both 51 Phantom and Electric Blue Watermelon were also nominated in the same category.",claude-haiku,False,high,['CONTENT'],"The original specifies '51 Phantom and Electric Blue Watermelon have received nominations' (implying multiple nominations or nominees), while the transformed text says 'both...were also nominated' (implying exactly two entities), and the word 'both' changes the quantitative reference.",mistral-large-3,True,high,[],"All entities, events, and facts are preserved with only minor phrasing changes."
INV_SEM_gpt-4.1_ASSET_val_1675,semantic,1,ASSET,"C. L. Barber, “Shakespearian Comedy in the Comedy of Errors, ” College English 25.7 (1964), p. 493.","C. L. Barber, ""The Presence of Shakespearian Comedy in The Comedy of Errors,"" College English, vol. 25, no. 7, 1964, page 493.",claude-haiku,False,high,['CONTENT'],The article title is substantially different: 'Shakespearian Comedy in the Comedy of Errors' versus 'The Presence of Shakespearian Comedy in The Comedy of Errors' adds the phrase 'The Presence of' which changes the semantic content of the title.,mistral-large-3,True,high,[],"All entities, events, and facts are preserved with only minor stylistic differences."
INV_SEM_gpt-4.1_ASSET_val_1764,semantic,1,ASSET,Cruiserweight Open for the WWE Cruiserweight Championship 10: 28 7 Goldberg defeated Brock Lesnar.,"WWE Cruiserweight Championship Cruiserweight Open match: 10 competitors, 28 minutes, 7, saw Goldberg beat Brock Lesnar.",claude-haiku,False,high,['CONTENT'],"The original states Goldberg defeated Brock Lesnar in a Cruiserweight Open, but Goldberg and Brock Lesnar are not cruiserweights and never competed in WWE Cruiserweight Championship matches, making this factually inaccurate content that cannot be preserved as equivalent.",mistral-large-3,True,high,[],"All key details including agents, actions, and content are preserved."
INV_SEM_gpt-4.1_ASSET_val_1792,semantic,1,ASSET,"High gusts were reported throughout Texas, with a maximum gust of reported on the Coast Guard cutter Buttonwood (WLB-306) stationed at the northeastern tip of Galveston Island.","Strong wind gusts were observed across Texas, with the highest gust measured aboard the Coast Guard cutter Buttonwood (WLB-306), which was located at the northeastern end of Galveston Island.",claude-haiku,False,high,['CONTENT'],"The original text contains a missing numerical value ('a maximum gust of reported') that cannot be compared to the transformed version, making it impossible to verify if all facts are preserved.",mistral-large-3,True,high,[],All key information is preserved with only minor phrasing changes.
INV_SEM_gpt-4.1_ASSET_val_1832,semantic,1,ASSET,"Psychedelic music is a term that refers to a broad set of popular music styles, genres and scenes, that may include psychedelic rock, psychedelic folk, psychedelic pop, psychedelic soul, psychedelic a","The term psychedelic music encompasses a wide range of popular music genres, styles, and scenes, which can include psychedelic rock, folk, pop, soul, ambient, trance, and more.",claude-haiku,False,high,['CONTENT'],"The transformed text omits the 'psychedelic' descriptor before folk, pop, soul, ambient, and trance, which changes the specificity and meaning of the referenced genres.",mistral-large-3,True,high,[],All key elements and meanings are preserved in the transformation.
INV_SEM_gpt-4.1_ASSET_val_1839,semantic,1,ASSET,David William Donald Cameron (born 9 October 1966) is the leader of the Conservative Party and Leader of Her Majesty's Loyal Opposition in the United Kingdom.,David William Donald Cameron (born 9 October 1966) serves as the head of the Conservative Party and is the Leader of the Opposition to Her Majesty in the United Kingdom.,claude-haiku,True,high,[],"Both texts identify the same person with identical birth date, present his role in the Conservative Party and opposition leadership using synonymous terminology ('leader'/'head' and 'Leader of Her Majesty's Loyal Opposition'/'Leader of the Opposition to Her Majesty'), with no factual or modal differences.",mistral-large-3,False,high,"['AGENTS', 'ACTIONS']",The term 'Her Majesty's Loyal Opposition' is not the same entity as 'the Opposition to Her Majesty' and 'serves as the head' is not equivalent to 'is the leader'
INV_SEM_gpt-4.1_ASSET_val_1856,semantic,1,ASSET,"Background DES uses a 56 - bit key, meaning that there are 256 possible keys under which a message can be encrypted.","DES operates with a 56-bit key, which results in 2^56 different possible keys that can be used to encrypt a message.",claude-haiku,True,high,[],"Both texts convey identical information: DES uses a 56-bit key enabling 2^56 possible encryption keys, with only minor phrasing and notation differences (256 vs 2^56, 'uses' vs 'operates with').",mistral-large-3,False,high,['CONTENT'],"The original text states there are 256 possible keys, while the transformed text correctly states there are 2^56 possible keys."
INV_SEM_gpt-4.1_ASSET_val_1868,semantic,1,ASSET,"With little warning, a second earthquake of magnitude 5.1 May 18 triggered a massive collapse of the north face of the mountain.","On May 18, a magnitude 5.1 earthquake suddenly struck, causing the north face of the mountain to collapse dramatically.",claude-haiku,True,high,[],"Both texts describe the same event (May 18 earthquake of magnitude 5.1 causing collapse of the mountain's north face) with identical agents, actions, and content; only stylistic differences in word order and phrasing exist.",mistral-large-3,False,high,['ACTIONS'],"The original text specifies 'with little warning' while the transformed text uses 'suddenly struck', changing the nuance of the event."
INV_SEM_gpt-4.1_ASSET_val_1949,semantic,1,ASSET,"As of 2007, a maximum of four players can be inducted in one year but the greatest number of players ever inducted in a year was 27, in 1962.","Since 2007, no more than four players may be inducted annually, though the highest number ever admitted in a single year was 27, back in 1962.",claude-haiku,False,high,['CONTENT'],"The original states 'As of 2007' (a point in time when the rule was established) while the transformed states 'Since 2007' (implying from 2007 onward), creating ambiguity about whether the rule existed before 2007 in the transformed version.",mistral-large-3,True,high,[],"All key information, including dates, numbers, and conditions, is preserved."
INV_SEM_llama-3.1-70b_ASSET_test_0020,semantic,2,ASSET,"Nevertheless, Tagore emulated numerous styles, including craftwork from northern New Ireland, Haida carvings from the west coast of Canada (British Columbia), and woodcuts by Max Pechstein.","Despite this, Tagore drew inspiration from a wide range of sources, incorporating elements of northern New Ireland's handicrafts, the wooden sculptures of Canada's western coast, notably British Colum",claude-haiku,False,high,"['CONTENT', 'AGENTS']","The original specifies 'Haida carvings' as a specific art form, while the transformed text attributes them to 'Canada's western coast' generically and then adds 'notably British Columbia's Haida tribe,' which misrepresents that Haida is an indigenous people/culture, not a geographic descriptor; additionally, 'emulated' (copied styles) differs semantically from 'drew inspiration from' (more general influence).",mistral-large-3,True,high,[],"All key elements, including entities, actions are preserved with minor stylistic changes."
INV_SEM_llama-3.1-70b_ASSET_test_0058,semantic,1,ASSET,"On 16 June 2009, the official release date of The Resistance was announced on the band's website.",The band's website disclosed the official launch date of The Resistance as 16 June 2009.,claude-haiku,False,high,['CONTENT'],"The original states the release date was announced ON 16 June 2009, while the transformed states 16 June 2009 was the release date itself, conflating the announcement date with the release date.",mistral-large-3,True,high,[],"All entities, events, and facts are preserved with no changes in modals, negation, or conditions."
INV_SEM_llama-3.1-70b_ASSET_test_0115,semantic,2,ASSET,This was demonstrated in the Miller-Urey experiment by Stanley L. Miller and Harold C. Urey in 1953.,"The Miller-Urey experiment, conducted by Stanley L. Miller and Harold C. Urey in 1953, provided evidence of this phenomenon.",claude-haiku,False,high,['CONTENT'],"The original states the experiment 'demonstrated' something (without specifying what), while the transformed version claims it 'provided evidence of this phenomenon' (a more specific epistemic claim about what was shown).",mistral-large-3,True,high,[],"Both sentences convey the same information about the Miller-Urey experiment, the scientists involved, and the year it was conducted."
INV_SEM_llama-3.1-70b_ASSET_test_0206,semantic,1,ASSET,"Nupedia was founded on March 9, 2000, under the ownership of Bomis, Inc, a web portal company.","Nupedia was established on March 9, 2000, as a subsidiary of Bomis, Inc, a company that operated a web portal.",claude-haiku,False,high,['CONTENT'],"The original states Nupedia was founded 'under the ownership of' Bomis, while the transformed text claims it was a 'subsidiary,' which are different organizational relationships.",mistral-large-3,True,high,[],"All entities, events, and facts are preserved with only minor phrasing differences."
INV_SEM_llama-3.1-70b_ASSET_test_0221,semantic,1,ASSET,"Prunk is a member of Institute of European History in Mainz, and a senior fellow of the Center for European Integration Studies in Bonn.","Prunk holds membership in the Institute of European History, located in Mainz, and additionally serves as a senior research associate at the Center for European Integration Studies, which is based in ",claude-haiku,False,high,['ACTIONS'],"The transformed text changes 'senior fellow' to 'senior research associate,' which are distinct academic positions with different meanings and status levels.",mistral-large-3,True,high,[],"All entities, actions, and content are preserved with only minor stylistic changes."
INV_SEM_llama-3.1-70b_ASSET_test_0294,semantic,1,ASSET,"Pauline returned in the Game Boy remake of Donkey Kong in 1994, and later Mario vs. Donkey Kong 2: March of the Minis in 2006, although the character is now described as ""Mario's friend"".","Pauline reappeared in the 1994 Game Boy version of Donkey Kong, and subsequently in Mario vs. Donkey Kong 2: March of the Minis, released in 2006, where she is characterized as a friend of Mario's.",claude-haiku,True,high,[],"Both texts convey identical information about Pauline's appearances in 1994 and 2006 games with the same characterization, using only stylistic variations.",mistral-large-3,,parse_error,['JSON_PARSE'],Expecting property name enclosed in double quotes: line 4 column 1 (char 48)
INV_SEM_llama-3.1-70b_ASSET_val_0495,semantic,1,ASSET,"Soon after, he released a cover version of Leo Sayer's When I Need You as a single, which reached number 5 in the British charts, as well as a follow up single called No Matter What I Do, which reache","He subsequently issued a rendition of Leo Sayer's When I Need You as a single, achieving a fifth-place position in the UK charts, and was followed by another single, No Matter What I Do, which peaked ",claude-haiku,False,high,['CONTENT'],"The original states the cover reached 'number 5' while the transformed text says it achieved 'a fifth-place position' - these are equivalent - but the original explicitly mentions 'Soon after, he released' indicating a sequential release of the cover first, whereas the transformed text's structure with 'He subsequently issued' followed by 'and was followed by' creates ambiguity about which single was released first, potentially reversing the chronological order implied in the original.",mistral-large-3,True,high,[],"All entities, actions, and facts are preserved with only minor phrasing differences."
INV_SEM_llama-3.1-70b_ASSET_val_0434,semantic,1,ASSET,"In biology and demography, fecundity is the potential reproductive capacity of an organism or population, measured by the number of gametes (eggs), seed set or asexual propagules.","Fecundity, in the fields of biology and demography, refers to the maximum ability of an organism or population to reproduce, which is quantified by counting the amount of reproductive units such as eg",claude-haiku,False,high,['CONTENT'],"The transformed text introduces 'offspring produced through asexual means' which is not in the original definition of gametes/seeds/asexual propagules, and uses 'maximum ability' instead of 'potential capacity,' altering the semantic nuance.",mistral-large-3,True,high,[],"Both sentences convey the same definition of fecundity in biology and demography, describing it as the reproductive capacity measured by the number of reproductive units."
INV_SEM_llama-3.1-70b_ASSET_val_0584,semantic,1,ASSET,"Heaven's Gate was an American UFO cult based in San Diego, California and led by Marshall Applewhite (1931 - 1997) and Bonnie Nettles (1927 - 1985).","The Heaven's Gate cult, founded in the United States, was headquartered in San Diego, California, under the leadership of Marshall Applewhite, who lived from 1931 to 1997, and Bonnie Nettles, whose li",claude-haiku,False,high,['CONTENT'],"The original specifies Heaven's Gate was a 'UFO cult' while the transformed text omits this identifying characteristic, removing key descriptive content.",mistral-large-3,True,high,[],"All entities, events, and facts are preserved with no changes in meaning."
INV_SEM_llama-3.1-70b_ASSET_val_0597,semantic,1,ASSET,"The Temple of Jupiter, Capitolium, or Temple of the Capitoline Triad was a temple in Roman Pompeii, at the north end of its forum.","Located at the northern extremity of its forum, the Temple of Jupiter, also known as the Capitolium or the Temple of the Capitoline Triad, was a prominent religious structure in ancient Pompeii, Rome.",claude-haiku,False,high,['CONTENT'],"The transformed text adds 'prominent religious structure' and 'ancient' which are interpretive additions not present in the original, and describes it as 'in ancient Pompeii, Rome' rather than 'in Roman Pompeii,' which subtly alters the geographical framing.",mistral-large-3,True,high,[],"All entities, events, and facts are preserved with no changes in modals, negation, or conditions."
INV_SEM_llama-3.1-70b_ASSET_val_0616,semantic,1,ASSET,The static charges remain on an object until they either bleed off to ground or are quickly neutralized by a discharge.,Static charges persist on an object unless they are gradually dissipated to the ground or rapidly cancelled out by an electrical discharge.,claude-haiku,False,high,['CONTENT'],"The original states charges 'bleed off' (gradual) OR are 'quickly neutralized' (rapid), but the transformed reverses this by describing dissipation as 'gradually' and discharge as 'rapidly', contradicting the original's temporal characterization.",mistral-large-3,True,high,[],"All key elements including agents, actions, and conditions are preserved with only minor phrasing differences."
INV_SEM_llama-3.1-70b_ASSET_val_0671,semantic,1,ASSET,"History U. S. President Woodrow Wilson first proclaimed an Armistice Day for November 12, 1919.","U.S. President Woodrow Wilson initially declared November 12, 1919, as the first Armistice Day in American history.",claude-haiku,False,high,['CONTENT'],"The original states Wilson proclaimed Armistice Day FOR November 12, 1919 (the date of proclamation), while the transformed version claims he declared November 12, 1919 AS the first Armistice Day (the commemorated date), which are different factual claims.",mistral-large-3,True,high,[],"All key elements including agents, actions, and content are preserved."
INV_SEM_llama-3.1-70b_ASSET_val_0748,semantic,1,ASSET,"Blade of Fire is the second novel in Stuart Hill's fantasy series, the Icemark Chronicles.",Blade of Fire is the sequel to the first book in Stuart Hill's Icemark Chronicles series of fantasy novels.,claude-haiku,True,high,[],"Both texts convey that Blade of Fire is the second novel in Stuart Hill's Icemark Chronicles fantasy series, with 'sequel to the first book' being semantically equivalent to 'second novel.'",mistral-large-3,False,high,['CONTENT'],"The transformed text implies that 'Blade of Fire' is the sequel to the first book, not explicitly the second novel in the series."
INV_SEM_llama-3.1-70b_ASSET_val_0764,semantic,1,ASSET,"Polydor Records is a record label currently headquartered in the UK, and is a subsidiary of Universal Music Group.","Polydor Records, a subsidiary of Universal Music Group, is presently based in the United Kingdom, where it operates as a major record label.",claude-haiku,False,high,['CONTENT'],"The transformed text adds information ('major record label') not present in the original, and the original states it 'is a record label' (neutral description) while the transformed version characterizes it as 'major,' which is a factual addition not supported by the source.",mistral-large-3,True,high,[],
INV_SEM_llama-3.1-70b_ASSET_val_0845,semantic,1,ASSET,The album is named after a song on the album; a cover of the original by folk singer Tom Brosseau.,"The title of the album is derived from one of its tracks, which is a rendition of a song originally performed by folk musician Tom Brosseau.",claude-haiku,False,high,['CONTENT'],"The original states the album is named after a cover by Tom Brosseau, implying Brosseau performed the cover; the transformed text reverses this, suggesting Brosseau originally performed the song being covered.",mistral-large-3,True,high,[],"All key information is preserved, including the fact that the album's title comes from a song on the album, which is a cover of an original by Tom Brosseau."
INV_SEM_llama-3.1-70b_ASSET_val_0897,semantic,1,ASSET,"According to the fictional universe first established by Slayer, the 'Buffyverse,' The term 'Buffyverse' is used amongst fans of Buffy / Angel online to describe the fictional universe established by ","In the imaginary world initially created by Slayer, known as the 'Buffyverse,' this term is utilized by online enthusiasts of Buffy and Angel to refer to the fictional realm that was initially founded",claude-haiku,False,high,"['AGENTS', 'CONTENT']","The original states the Buffyverse was established by 'Slayer' while the transformed text attributes it to 'Slayer' but then says it was 'founded by the Buffy and Angel series,' creating contradictory agency; additionally, 'Slayer' is not the creator of Buffy/Angel (Joss Whedon is), making the original factually problematic but the transformation compounds this error.",mistral-large-3,True,high,[],"All entities, events, and facts are preserved with only minor phrasing differences."
INV_SEM_llama-3.1-70b_ASSET_val_0903,semantic,1,ASSET,"When he learned to speak Russian, he studied computer translation of human languages at Moscow State University in the Soviet Union in the school of Kolmogorov.","Upon acquiring proficiency in the Russian language, he pursued studies in machine translation of human languages at Moscow State University, located in the Soviet Union, under the academic umbrella of",claude-haiku,False,high,['CONTENT'],The transformed text misrepresents the institutional structure by suggesting Kolmogorov was a separate institution rather than a school/department within Moscow State University where he studied.,mistral-large-3,True,high,[],
